TRDTYPE,USASTATE,DEPE,DISAGMOT,MEXSTATE,CANPROV,COUNTRY,DF,CONTCODE,YEAR,VALUE,SHIPWT,FREIGHT_CHARGES
1,AK,0115,5,,XB,1220,1,X,2024,680793,0,14915
1,AK,01XX,1,,XB,1220,1,X,2024,83377,66318,2842
1,AK,0206,5,,XY,1220,1,X,2024,21550,0,1529
1,AK,0708,5,,XA,1220,1,X,2024,3791,0,24
1,AK,0708,5,,XO,1220,2,X,2024,50144,0,147
1,AK,0712,5,,XM,1220,1,X,2024,9990,0,1
1,AK,0712,5,,XO,1220,1,X,2024,4339,0,449
1,AK,0712,5,,XQ,1220,1,X,2024,14609,0,286
1,AK,0712,5,,XQ,1220,2,X,2024,4006,0,59
1,AK,0712,5,,XY,1220,1,X,2024,10290,0,306
1,AK,07XX,3,,XA,1220,2,X,2024,11410,36,1006
1,AK,07XX,3,,XO,1220,1,X,2024,93057,74,2772
1,AK,07XX,3,,XQ,1220,1,X,2024,15484,7,33
1,AK,07XX,3,,XQ,1220,2,X,2024,70007,226,691
1,AK,07XX,3,,XY,1220,2,X,2024,1190078,2250,25846
1,AK,0901,5,,XO,1220,1,X,2024,35506,0,709
1,AK,0901,5,,XO,1220,2,X,2024,11957,0,262
1,AK,0901,5,,XY,1220,1,X,2024,26482,0,26
1,AK,0901,5,,XY,1220,2,X,2024,26683,0,26
1,AK,0901,6,,XO,1220,1,X,2024,70218,0,695
1,AK,09XX,3,,XC,1220,1,X,2024,502006,4466,10902
1,AK,09XX,3,,XO,1220,1,X,2024,19240,1298,416
1,AK,09XX,3,,XQ,1220,1,X,2024,7391,536,145
1,AK,19XX,1,XX,,2010,1,0,2024,2718633,2649014,0
1,AK,2006,3,,XC,1220,1,X,2024,12373,39,236
1,AK,2006,3,,XM,1220,1,X,2024,47588,619,7
1,AK,20XX,3,,XA,1220,1,X,2024,853442,6807,12141
1,AK,20XX,3,,XA,1220,2,X,2024,986552,1584,18562
1,AK,20XX,3,,XC,1220,1,X,2024,2946241,88025,53706
1,AK,20XX,3,,XC,1220,2,X,2024,41052,270,462
1,AK,20XX,3,,XM,1220,1,X,2024,79475,3393,907
1,AK,20XX,3,,XO,1220,1,X,2024,336371,4322,4205
1,AK,20XX,3,,XO,1220,2,X,2024,19715,62,245
1,AK,20XX,3,,XQ,1220,1,X,2024,214098,4633,5363
1,AK,20XX,3,,XQ,1220,2,X,2024,54508,262,955
1,AK,20XX,3,XX,,2010,1,0,2024,10097,4,0
1,AK,20XX,3,XX,,2010,2,0,2024,4834,25,0
1,AK,20XX,8,,XC,1220,1,X,2024,33343,0,222
1,AK,20XX,8,,XQ,1220,1,X,2024,15111,0,73
1,AK,2301,5,DF,,2010,2,0,2024,2867,0,0
1,AK,2301,5,TM,,2010,1,0,2024,23976,0,0
1,AK,2301,5,TM,,2010,2,0,2024,454435,0,0
1,AK,2302,5,CO,,2010,1,0,2024,3939,0,0
1,AK,2303,5,MX,,2010,1,0,2024,516090,0,0
1,AK,2303,5,MX,,2010,2,0,2024,29618,0,0
1,AK,2303,6,CO,,2010,1,0,2024,229975,0,0
1,AK,2304,5,AG,,2010,1,0,2024,35261,0,0
1,AK,2304,5,CH,,2010,1,0,2024,17001,0,0
1,AK,2304,5,CM,,2010,1,0,2024,226542,0,0
1,AK,2304,5,CM,,2010,2,0,2024,1866122,0,0
1,AK,2304,5,CO,,2010,1,0,2024,474604,0,0
1,AK,2304,5,CO,,2010,2,0,2024,549401,0,0
1,AK,2304,5,DF,,2010,1,0,2024,107274,0,0
1,AK,2304,5,DF,,2010,2,0,2024,17542,0,0
1,AK,2304,5,DG,,2010,1,0,2024,16604,0,0
1,AK,2304,5,DG,,2010,2,0,2024,52210,0,0
1,AK,2304,5,GT,,2010,1,0,2024,1260476,0,0
1,AK,2304,5,GT,,2010,2,0,2024,213735,0,0
1,AK,2304,5,HG,,2010,1,0,2024,252174,0,0
1,AK,2304,5,JA,,2010,1,0,2024,277765,0,0
1,AK,2304,5,JA,,2010,2,0,2024,32358,0,0
1,AK,2304,5,MI,,2010,1,0,2024,21000,0,0
1,AK,2304,5,MI,,2010,2,0,2024,113663,0,0
1,AK,2304,5,MO,,2010,1,0,2024,24446,0,0
1,AK,2304,5,MX,,2010,1,0,2024,1872427,0,0
1,AK,2304,5,MX,,2010,2,0,2024,299050,0,0
1,AK,2304,5,NL,,2010,1,0,2024,2679993,0,0
1,AK,2304,5,NL,,2010,1,1,2024,25000,0,0
1,AK,2304,5,NL,,2010,2,0,2024,4353118,0,0
1,AK,2304,5,OT,,2010,1,0,2024,9866,0,0
1,AK,2304,5,PU,,2010,1,0,2024,42840,0,0
1,AK,2304,5,PU,,2010,2,0,2024,39276,0,0
1,AK,2304,5,QT,,2010,1,0,2024,129834,0,0
1,AK,2304,5,QT,,2010,2,0,2024,91152,0,0
1,AK,2304,5,SL,,2010,1,0,2024,317279,0,0
1,AK,2304,5,SL,,2010,2,0,2024,2848,0,0
1,AK,2304,5,SO,,2010,1,1,2024,180000,0,0
1,AK,2304,5,TB,,2010,1,0,2024,7320,0,0
1,AK,2304,5,TL,,2010,1,0,2024,137056,0,0
1,AK,2304,5,TL,,2010,2,0,2024,117106,0,0
1,AK,2304,5,TM,,2010,1,0,2024,162461,0,0
1,AK,2304,5,TM,,2010,2,0,2024,348663,0,0
1,AK,2304,5,VE,,2010,1,0,2024,90388,0,0
1,AK,2304,6,CO,,2010,1,0,2024,55723,0,0
1,AK,2304,6,NL,,2010,1,0,2024,283783,0,0
1,AK,2304,6,NL,,2010,2,0,2024,323346,0,0
1,AK,2304,8,AG,,2010,1,X,2024,5066,0,0
1,AK,2304,8,CO,,2010,1,X,2024,14060,0,0
1,AK,2304,8,GT,,2010,1,X,2024,13500,0,0
1,AK,2304,8,MX,,2010,1,X,2024,6000,0,0
1,AK,2304,8,QT,,2010,1,X,2024,8000,0,0
1,AK,2304,8,SL,,2010,1,X,2024,6500,0,0
1,AK,2304,8,TM,,2010,1,X,2024,40000,0,0
1,AK,2305,5,CO,,2010,1,0,2024,108819,0,0
1,AK,2305,5,JA,,2010,1,0,2024,83616,0,0
1,AK,2305,5,JA,,2010,2,0,2024,251256,0,0
1,AK,2305,5,MX,,2010,1,0,2024,3165,0,0
1,AK,2305,5,TB,,2010,1,0,2024,4770,0,0
1,AK,2305,5,TB,,2010,1,1,2024,161841,0,0
1,AK,2305,5,TM,,2010,1,0,2024,98954,0,0
1,AK,2305,5,TM,,2010,2,0,2024,96240,0,0
1,AK,2305,8,TM,,2010,1,X,2024,32000,0,0
1,AK,2402,5,CH,,2010,1,0,2024,17133,0,0
1,AK,2402,5,CH,,2010,2,0,2024,3561,0,0
1,AK,2408,5,CH,,2010,1,0,2024,111903,0,0
1,AK,2503,3,XX,,2010,1,0,2024,4029,303,0
1,AK,2506,5,BC,,2010,1,0,2024,18624,0,0
1,AK,2506,5,BC,,2010,2,0,2024,29437,0,0
1,AK,2507,5,BC,,2010,1,0,2024,38604,0,0
1,AK,2604,5,QT,,2010,1,0,2024,7580,0,0
1,AK,2604,5,SI,,2010,1,0,2024,8602,0,0
1,AK,2604,5,SI,,2010,2,0,2024,4758,0,0
1,AK,2604,5,SO,,2010,1,0,2024,42776,0,0
1,AK,2604,5,YU,,2010,1,0,2024,207120,0,0
1,AK,29XX,3,,XC,1220,1,X,2024,4384,8,75
1,AK,3001,5,,XC,1220,1,X,2024,10493,0,255
1,AK,3001,5,,XC,1220,2,X,2024,2903,0,63
1,AK,3001,5,,XO,1220,1,X,2024,3887,0,1
1,AK,3004,5,,XA,1220,1,X,2024,4156,0,19
1,AK,3004,5,,XC,1220,1,X,2024,51318220,0,638454
1,AK,3004,5,,XC,1220,2,X,2024,383711,0,5510
1,AK,3004,5,,XO,1220,1,X,2024,9392,0,263
1,AK,3004,5,,XY,1220,1,X,2024,50963,0,2178
1,AK,3004,5,,XY,1220,2,X,2024,625259,0,7582
1,AK,3009,5,,XC,1220,1,X,2024,7553665,0,48662
1,AK,3009,5,,XC,1220,2,X,2024,318391,0,6675
1,AK,3019,5,,XC,1220,1,X,2024,6947,0,125
1,AK,3019,8,,XC,1220,1,X,2024,10070,0,73
1,AK,3023,5,,XC,1220,1,X,2024,4664142,0,45616
1,AK,3023,5,,XC,1220,2,X,2024,78594,0,3742
1,AK,30XX,1,,XC,1220,1,X,2024,1388682,15440904,12718
1,AK,30XX,3,,XA,1220,1,X,2024,6161,13,560
1,AK,30XX,3,,XC,1220,1,X,2024,1701710,22078,5820
1,AK,30XX,3,,XC,1220,2,X,2024,20536,85,484
1,AK,3101,5,,XC,1220,1,X,2024,254216,0,5550
1,AK,3103,5,,XC,1220,1,X,2024,64982477,0,656789
1,AK,3103,5,,XC,1220,2,X,2024,1573703,0,16514
1,AK,3103,8,,XC,1220,1,X,2024,47686,0,0
1,AK,3104,5,,XY,1220,1,X,2024,16012684,0,274912
1,AK,3104,5,,XY,1220,2,X,2024,8206575,0,126280
1,AK,3104,8,,XY,1220,1,X,2024,8360,0,371
1,AK,3104,8,,XY,1220,2,X,2024,67173,0,744
1,AK,3105,8,,XC,1220,1,X,2024,3953,0,98
1,AK,3106,5,,XC,1220,1,X,2024,8017808,0,144451
1,AK,3106,5,,XC,1220,2,X,2024,17342,0,339
1,AK,3126,5,,XC,1220,1,X,2024,5305,0,104
1,AK,3126,5,,XY,1220,1,X,2024,25026408,0,341048
1,AK,3126,5,,XY,1220,2,X,2024,3134973,0,345
1,AK,3126,8,,XA,1220,1,X,2024,2985456,0,29559
1,AK,31XX,1,,XC,1220,1,X,2024,387042949,212610939,2223253
1,AK,31XX,1,XX,,2010,1,0,2024,8862575,11376943,0
1,AK,31XX,3,,XA,1220,1,X,2024,2810834,19511,3212
1,AK,31XX,3,,XC,1220,1,X,2024,258007,1547,4051
1,AK,31XX,3,,XC,1220,2,X,2024,3342496,5151,33072
1,AK,31XX,3,,XT,1220,1,X,2024,14770,23,277
1,AK,31XX,3,,XY,1220,1,X,2024,327573,2552,6414
1,AK,31XX,3,,XY,1220,2,X,2024,1582320,0,0
1,AK,3302,5,,XC,1220,1,X,2024,167077,0,3335
1,AK,3302,5,,XC,1220,2,X,2024,249577,0,4828
1,AK,3310,5,,XA,1220,1,X,2024,435377,0,4943
1,AK,3310,5,,XA,1220,2,X,2024,26342,0,154
1,AK,3310,5,,XY,1220,1,X,2024,182297,0,2893
1,AK,33XX,3,,XA,1220,2,X,2024,4279,13,61
1,AK,3401,5,,XC,1220,1,X,2024,80614,0,798
1,AK,3401,5,,XM,1220,1,X,2024,227445,0,6139
1,AK,3401,5,,XM,1220,2,X,2024,2547,0,44
1,AK,3401,5,,XY,1220,1,X,2024,229410,0,4494
1,AK,3401,8,,XM,1220,1,X,2024,5212,0,0
1,AK,3403,5,,XS,1220,1,X,2024,1478917,0,8538
1,AK,3403,5,,XS,1220,2,X,2024,64227,0,0
1,AK,34XX,3,,XA,1220,1,X,2024,7081,22,76
1,AK,34XX,3,,XM,1220,1,X,2024,18843,27,0
1,AK,3501,3,,XA,1220,1,X,2024,11123,57,217
1,AK,3501,3,,XA,1220,2,X,2024,4319,13,110
1,AK,3501,3,,XM,1220,1,X,2024,27685,55,637
1,AK,35XX,3,,XA,1220,1,X,2024,33648,163,1539
1,AK,35XX,3,,XA,1220,2,X,2024,12304,56,612
1,AK,3801,5,,XO,1220,1,X,2024,155479,0,3453
1,AK,3801,5,,XO,1220,2,X,2024,3011,0,0
1,AK,3801,5,,XY,1220,1,X,2024,12237,0,434
1,AK,3801,5,,XY,1220,2,X,2024,42531,0,918
1,AK,3802,5,,XM,1220,2,X,2024,6154,0,183
1,AK,3802,5,,XO,1220,1,X,2024,255907,0,4090
1,AK,3802,5,,XO,1220,2,X,2024,356821,0,2123
1,AK,3803,5,,XO,1220,2,X,2024,19480,0,19
1,AK,38XX,3,,XC,1220,1,X,2024,3808,232,98
1,AK,38XX,3,,XO,1220,1,X,2024,14000,59,417
1,AK,4101,3,,XA,1220,1,X,2024,114402,270,2248
1,AK,4101,3,,XA,1220,2,X,2024,69804,32,1366
1,AK,4101,3,,XC,1220,1,X,2024,10860,10,211
1,AK,4101,3,,XO,1220,1,X,2024,104871,748,1939
1,AK,4101,3,,XO,1220,2,X,2024,71282,468,1255
1,AK,4101,3,,XQ,1220,1,X,2024,34666,1679,1428
1,AK,4101,3,,XQ,1220,2,X,2024,6451,641,614
1,AK,4102,3,,XO,1220,1,X,2024,49098,106,486
1,AK,4102,3,,XO,1220,2,X,2024,15739,205,266
1,AK,41XX,3,XX,,2010,1,0,2024,41334,2,0
1,AK,41XX,3,XX,,2010,2,0,2024,7686,3,0
1,AK,5201,1,,XC,1220,1,X,2024,4644170,17107772,45980
1,AK,52XX,3,XX,,2010,1,1,2024,4540,1,0
1,AK,53XX,1,,XB,1220,1,X,2024,1642901,533235,35993
1,AK,55XX,3,,XC,1220,1,X,2024,10221,8,199
1,AK,70XX,5,,XA,1220,2,X,2024,2500,0,0
1,AK,70XX,5,,XC,1220,1,X,2024,98701,0,3471
1,AK,70XX,8,,XA,1220,1,X,2024,16004,0,336
1,AK,70XX,8,,XA,1220,2,X,2024,2252,0,49
1,AK,70XX,8,,XC,1220,1,X,2024,87140,0,1852
1,AK,70XX,8,,XC,1220,2,X,2024,606,0,24
1,AK,70XX,8,,XM,1220,1,X,2024,4607,0,113
1,AK,70XX,8,,XO,1220,1,X,2024,8616,0,152
1,AK,70XX,8,,XQ,1220,1,X,2024,4507,0,124
1,AK,70XX,8,,XQ,1220,2,X,2024,813,0,22
1,AK,70XX,8,,XT,1220,1,X,2024,2021,0,24
1,AL,0101,5,,XB,1220,1,X,2024,14554,0,926
1,AL,0101,5,,XC,1220,1,X,2024,30675,0,136
1,AL,0101,5,,XM,1220,1,X,2024,11283,0,326
1,AL,0101,5,,XO,1220,1,X,2024,5500,0,544
1,AL,0105,5,,XB,1220,1,X,2024,14046,0,275
1,AL,0106,5,,XB,1220,1,X,2024,3167655,0,72767
1,AL,0106,5,,XB,1220,2,X,2024,470020,0,10855
1,AL,0109,5,,XB,1220,1,X,2024,8449,0,219
1,AL,0109,5,,XM,1220,1,X,2024,59864,0,88
1,AL,0115,5,,XB,1220,1,X,2024,6128278,0,153604
1,AL,0115,5,,XB,1220,2,X,2024,2605675,0,42586
1,AL,0115,5,,XM,1220,1,X,2024,1117738,0,26619
1,AL,0115,5,,XM,1220,2,X,2024,6348,0,286
1,AL,0115,5,,XQ,1220,1,X,2024,44827,0,753
1,AL,0118,5,,XB,1220,2,X,2024,8403,0,164
1,AL,0127,5,,XO,1220,2,X,2024,2996,0,306
1,AL,01XX,3,,XW,1220,1,X,2024,2821,39,0
1,AL,0206,5,,XA,1220,1,X,2024,35366,0,293
1,AL,0206,5,,XC,1220,1,X,2024,8422,0,142
1,AL,0206,5,,XM,1220,1,X,2024,2893,0,100
1,AL,0206,5,,XO,1220,1,X,2024,68482,0,5496
1,AL,0206,5,,XO,1220,2,X,2024,19355,0,651
1,AL,0206,5,,XQ,1220,1,X,2024,103482,0,3857
1,AL,0209,5,,XO,1220,1,X,2024,5926,0,646
1,AL,0209,5,,XQ,1220,1,X,2024,534420,0,5562
1,AL,0212,5,,XB,1220,2,X,2024,18624,0,621
1,AL,0212,5,,XO,1220,1,X,2024,22513,0,441
1,AL,0212,5,,XQ,1220,1,X,2024,220753,0,4562
1,AL,0212,5,,XQ,1220,2,X,2024,5876,0,115
1,AL,04XX,3,XX,,2010,1,0,2024,6210,6,0
1,AL,0701,5,,XO,1220,1,X,2024,767517,0,16857
1,AL,0701,5,,XQ,1220,2,X,2024,551165,0,6620
1,AL,0704,5,,XO,1220,1,X,2024,884400,0,13110
1,AL,0704,8,,XC,1220,1,X,2024,45640,0,2173
1,AL,0708,5,,XO,1220,1,X,2024,92406757,0,1073112
1,AL,0708,5,,XO,1220,2,X,2024,4497783,0,89963
1,AL,0708,5,,XQ,1220,1,X,2024,3673329,0,116427
1,AL,0708,5,,XQ,1220,2,X,2024,485251,0,9657
1,AL,0712,5,,XA,1220,1,X,2024,68177,0,7466
1,AL,0712,5,,XA,1220,2,X,2024,9541,0,702
1,AL,0712,5,,XB,1220,1,X,2024,323165,0,8109
1,AL,0712,5,,XB,1220,2,X,2024,11890,0,460
1,AL,0712,5,,XC,1220,1,X,2024,183524,0,14390
1,AL,0712,5,,XC,1220,2,X,2024,11733,0,698
1,AL,0712,5,,XM,1220,1,X,2024,378755,0,12715
1,AL,0712,5,,XO,1220,1,X,2024,9094268,0,95523
1,AL,0712,5,,XO,1220,2,X,2024,400960,0,10276
1,AL,0712,5,,XQ,1220,1,X,2024,48976608,0,800088
1,AL,0712,5,,XQ,1220,2,X,2024,25251916,0,340111
1,AL,0712,5,,XS,1220,1,X,2024,41346,0,988
1,AL,0712,5,,XS,1220,2,X,2024,36176,0,330
1,AL,0712,6,,XO,1220,1,X,2024,684661,0,32595
1,AL,0712,6,,XQ,1220,1,X,2024,727958,0,27456
1,AL,0712,6,,XQ,1220,2,X,2024,68309,0,976
1,AL,0712,8,,XQ,1220,1,X,2024,388186,0,7038
1,AL,07XX,1,,XQ,1220,1,X,2024,4987142,4136724,3295
1,AL,07XX,3,,XO,1220,1,X,2024,61226,92,221
1,AL,07XX,3,,XQ,1220,1,X,2024,665373,2064,4680
1,AL,07XX,3,,XQ,1220,2,X,2024,104511,979,1504
1,AL,0901,5,,XC,1220,1,X,2024,130947,0,2503
1,AL,0901,5,,XM,1220,1,X,2024,18388,0,1837
1,AL,0901,5,,XO,1220,1,X,2024,653307762,0,6597496
1,AL,0901,5,,XO,1220,2,X,2024,29924775,0,695001
1,AL,0901,5,,XQ,1220,1,X,2024,468612,0,11456
1,AL,0901,5,,XQ,1220,2,X,2024,111902,0,1142
1,AL,0901,5,,XS,1220,1,X,2024,51335,0,1851
1,AL,0901,6,,XA,1220,1,X,2024,449105,0,21259
1,AL,0901,6,,XM,1220,1,X,2024,53661,0,1052
1,AL,0901,6,,XO,1220,1,X,2024,6834112,0,133087
1,AL,0901,6,,XQ,1220,1,X,2024,316123,0,4312
1,AL,0901,8,,XO,1220,1,X,2024,97035,0,759
1,AL,0901,8,,XQ,1220,1,X,2024,11141,0,36
1,AL,09XX,3,,XA,1220,1,X,2024,6149,237,134
1,AL,09XX,3,,XC,1220,1,X,2024,40281,374,534
1,AL,09XX,3,,XO,1220,1,X,2024,559809,2674,8190
1,AL,09XX,3,,XO,1220,2,X,2024,360123,16341,7673
1,AL,09XX,3,,XQ,1220,1,X,2024,1032726,2053,10123
1,AL,09XX,3,,XQ,1220,2,X,2024,510539,7090,1742
1,AL,1012,3,,XQ,1220,1,X,2024,17143,62,336
1,AL,10XX,3,XX,,2010,2,0,2024,63602,657,0
1,AL,14XX,1,XX,,2010,1,1,2024,52233,88975,0
1,AL,16XX,3,,XA,1220,1,X,2024,3592,35,26
1,AL,16XX,3,,XA,1220,2,X,2024,31289,307,231
1,AL,1704,3,,XA,1220,2,X,2024,13808,35,270
1,AL,1704,3,,XO,1220,1,X,2024,73414,797,1041
1,AL,17XX,1,XX,,2010,1,0,2024,128942922,5991960,0
1,AL,17XX,3,XX,,2010,1,0,2024,2242904,5540,0
1,AL,17XX,3,XX,,2010,2,0,2024,758418,3872,0
1,AL,17XX,3,XX,,2010,2,1,2024,7500,141,0
1,AL,17XX,8,DF,,2010,1,X,2024,389968,0,0
1,AL,17XX,8,QT,,2010,1,X,2024,5375,0,0
1,AL,18XX,1,XX,,2010,1,0,2024,5536252,13340433,0
1,AL,18XX,1,XX,,2010,1,1,2024,1495814,1244193,0
1,AL,19XX,1,,XQ,1220,1,X,2024,28665985,43837492,50600
1,AL,19XX,1,,XW,1220,1,X,2024,11880336,18589237,146
1,AL,19XX,1,XX,,2010,1,0,2024,854686329,663657043,0
1,AL,19XX,1,XX,,2010,1,1,2024,2279449,2619849,0
1,AL,19XX,1,XX,,2010,2,0,2024,89775,72710,0
1,AL,19XX,3,,XA,1220,1,X,2024,13339,26155,0
1,AL,19XX,3,,XA,1220,2,X,2024,27454,642,538
1,AL,19XX,3,,XC,1220,1,X,2024,131753,2636,6277
1,AL,19XX,3,,XO,1220,1,X,2024,53166051,28728,690
1,AL,19XX,3,,XQ,1220,1,X,2024,215113,90,1989
1,AL,19XX,3,XX,,2010,1,0,2024,303116,2432,0
1,AL,19XX,3,XX,,2010,2,0,2024,22346,23,0
1,AL,19XX,8,,XQ,1220,1,X,2024,938723,0,9294
1,AL,2006,3,,XA,1220,1,X,2024,31647,193,235
1,AL,2007,3,XX,,2010,1,0,2024,2928,10,0
1,AL,20XX,1,XX,,2010,1,1,2024,495323,652554,0
1,AL,20XX,3,,XA,1220,1,X,2024,5341148,59749,58051
1,AL,20XX,3,,XA,1220,2,X,2024,280774,1164,3761
1,AL,20XX,3,,XC,1220,1,X,2024,2036325,35935,32535
1,AL,20XX,3,,XC,1220,2,X,2024,327894,1104,4501
1,AL,20XX,3,,XM,1220,1,X,2024,255283,1924,3389
1,AL,20XX,3,,XM,1220,2,X,2024,26134,54,265
1,AL,20XX,3,,XO,1220,1,X,2024,15465591,42439,98083
1,AL,20XX,3,,XO,1220,2,X,2024,1561711,7880,16367
1,AL,20XX,3,,XQ,1220,1,X,2024,34008890,77481,144186
1,AL,20XX,3,,XQ,1220,2,X,2024,8005757,28613,30555
1,AL,20XX,3,XX,,2010,1,0,2024,15728538,117307,0
1,AL,20XX,3,XX,,2010,2,0,2024,3208131,42819,0
1,AL,20XX,8,,XA,1220,1,X,2024,67400,0,83
1,AL,20XX,8,,XC,1220,1,X,2024,113907,0,1013
1,AL,20XX,8,,XO,1220,1,X,2024,1516801,0,439
1,AL,20XX,8,,XQ,1220,1,X,2024,98033,0,1315
1,AL,20XX,8,NL,,2010,1,X,2024,53748,0,0
1,AL,2301,5,CO,,2010,1,0,2024,1053377,0,0
1,AL,2301,5,DF,,2010,1,0,2024,12461,0,0
1,AL,2301,5,HG,,2010,1,0,2024,141780,0,0
1,AL,2301,5,JA,,2010,1,0,2024,1596662,0,0
1,AL,2301,5,MX,,2010,1,0,2024,558520,0,0
1,AL,2301,5,NL,,2010,1,0,2024,1750891,0,0
1,AL,2301,5,NL,,2010,1,1,2024,166650,0,0
1,AL,2301,5,NL,,2010,2,0,2024,5123,0,0
1,AL,2301,5,OT,,2010,1,0,2024,79315744,0,0
1,AL,2301,5,OT,,2010,2,0,2024,5638066,0,0
1,AL,2301,5,TB,,2010,1,0,2024,9520,0,0
1,AL,2301,5,TM,,2010,1,0,2024,4493494,0,0
1,AL,2301,5,TM,,2010,2,0,2024,788530,0,0
1,AL,2301,5,ZA,,2010,1,0,2024,14953411,0,0
1,AL,2301,5,ZA,,2010,2,0,2024,2650502,0,0
1,AL,2301,6,NL,,2010,1,0,2024,511699,0,0
1,AL,2301,8,GT,,2010,1,X,2024,16490,0,0
1,AL,2301,8,NL,,2010,1,X,2024,7057,0,0
1,AL,2301,8,TM,,2010,1,X,2024,499306,0,0
1,AL,2302,5,CO,,2010,1,0,2024,4474,0,0
1,AL,2302,5,CO,,2010,2,0,2024,22889,0,0
1,AL,2302,5,SL,,2010,1,0,2024,66251,0,0
1,AL,2303,5,CO,,2010,1,0,2024,4581432,0,0
1,AL,2303,5,CO,,2010,2,0,2024,80848,0,0
1,AL,2303,5,DF,,2010,1,0,2024,134801,0,0
1,AL,2303,5,DF,,2010,2,0,2024,223910,0,0
1,AL,2303,5,DG,,2010,1,0,2024,6006260,0,0
1,AL,2303,5,DG,,2010,2,0,2024,40824,0,0
1,AL,2303,5,HG,,2010,1,0,2024,7191948,0,0
1,AL,2303,5,MX,,2010,1,0,2024,42889491,0,0
1,AL,2303,5,MX,,2010,2,0,2024,34814,0,0
1,AL,2303,5,NL,,2010,1,0,2024,417501,0,0
1,AL,2303,5,QT,,2010,1,0,2024,18644,0,0
1,AL,2303,6,AG,,2010,1,0,2024,134240,0,0
1,AL,2303,6,CO,,2010,1,0,2024,46885819,0,0
1,AL,2303,6,DF,,2010,1,0,2024,18796,0,0
1,AL,2303,6,DG,,2010,1,0,2024,9635313,0,0
1,AL,2303,6,GT,,2010,1,0,2024,19360,0,0
1,AL,2303,6,JA,,2010,1,1,2024,173144,0,0
1,AL,2303,6,MX,,2010,1,0,2024,29677971,0,0
1,AL,2303,6,MX,,2010,1,1,2024,56482,0,0
1,AL,2303,6,NL,,2010,1,0,2024,84499,0,0
1,AL,2303,6,OT,,2010,1,0,2024,919209,0,0
1,AL,2303,6,SL,,2010,1,0,2024,1268064,0,0
1,AL,2303,8,TM,,2010,1,X,2024,3365,0,0
1,AL,2304,3,XX,,2010,1,0,2024,235802,61515,0
1,AL,2304,5,AG,,2010,1,0,2024,12312435,0,0
1,AL,2304,5,AG,,2010,1,1,2024,88500,0,0
1,AL,2304,5,AG,,2010,2,0,2024,659415,0,0
1,AL,2304,5,BC,,2010,1,0,2024,3178307,0,0
1,AL,2304,5,BC,,2010,2,0,2024,30508,0,0
1,AL,2304,5,CH,,2010,1,0,2024,6181174,0,0
1,AL,2304,5,CH,,2010,2,1,2024,45187,0,0
1,AL,2304,5,CM,,2010,1,0,2024,2788792,0,0
1,AL,2304,5,CM,,2010,1,1,2024,107781,0,0
1,AL,2304,5,CM,,2010,2,0,2024,482692,0,0
1,AL,2304,5,CO,,2010,1,0,2024,57471515,0,0
1,AL,2304,5,CO,,2010,1,1,2024,8188251,0,0
1,AL,2304,5,CO,,2010,2,0,2024,2044790,0,0
1,AL,2304,5,CO,,2010,2,1,2024,37325,0,0
1,AL,2304,5,DF,,2010,1,0,2024,81565169,0,0
1,AL,2304,5,DF,,2010,1,1,2024,92749,0,0
1,AL,2304,5,DF,,2010,2,0,2024,2064051,0,0
1,AL,2304,5,DG,,2010,1,0,2024,714738,0,0
1,AL,2304,5,DG,,2010,2,0,2024,134203,0,0
1,AL,2304,5,GR,,2010,1,0,2024,48275,0,0
1,AL,2304,5,GT,,2010,1,0,2024,76149708,0,0
1,AL,2304,5,GT,,2010,1,1,2024,1498044,0,0
1,AL,2304,5,GT,,2010,2,0,2024,3407329,0,0
1,AL,2304,5,GT,,2010,2,1,2024,112167,0,0
1,AL,2304,5,HG,,2010,1,0,2024,68021651,0,0
1,AL,2304,5,HG,,2010,1,1,2024,68281,0,0
1,AL,2304,5,HG,,2010,2,0,2024,70000,0,0
1,AL,2304,5,JA,,2010,1,0,2024,14208807,0,0
1,AL,2304,5,JA,,2010,1,1,2024,55719,0,0
1,AL,2304,5,JA,,2010,2,0,2024,558357,0,0
1,AL,2304,5,MI,,2010,1,0,2024,2656858,0,0
1,AL,2304,5,MO,,2010,1,0,2024,1825005,0,0
1,AL,2304,5,MO,,2010,2,0,2024,28880,0,0
1,AL,2304,5,MX,,2010,1,0,2024,130949537,0,0
1,AL,2304,5,MX,,2010,1,1,2024,815473,0,0
1,AL,2304,5,MX,,2010,2,0,2024,10415020,0,0
1,AL,2304,5,MX,,2010,2,1,2024,56813,0,0
1,AL,2304,5,NL,,2010,1,0,2024,704315723,0,0
1,AL,2304,5,NL,,2010,1,1,2024,7482988,0,0
1,AL,2304,5,NL,,2010,2,0,2024,279658161,0,0
1,AL,2304,5,NL,,2010,2,1,2024,294944,0,0
1,AL,2304,5,OA,,2010,1,0,2024,5910,0,0
1,AL,2304,5,OT,,2010,1,0,2024,96981560,0,0
1,AL,2304,5,OT,,2010,1,1,2024,154760,0,0
1,AL,2304,5,OT,,2010,2,0,2024,1858687,0,0
1,AL,2304,5,PU,,2010,1,0,2024,20268365,0,0
1,AL,2304,5,PU,,2010,1,1,2024,16134292,0,0
1,AL,2304,5,PU,,2010,2,0,2024,9646433,0,0
1,AL,2304,5,QT,,2010,1,0,2024,35641580,0,0
