TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,0106,68,5,1220,325136,0,14395,1,X,12,2024
1,0106,68,5,1220,39150,0,376,2,X,12,2024
1,0106,69,5,1220,42068,0,416,1,X,12,2024
1,0106,70,5,1220,308222,0,9672,1,X,12,2024
1,0106,72,5,1220,303186,0,14490,1,X,12,2024
1,0106,72,5,1220,230058,0,2266,2,X,12,2024
1,0106,73,5,1220,2300153,0,141297,1,X,12,2024
1,0106,73,5,1220,231651,0,8299,2,X,12,2024
1,0106,74,5,1220,9600,0,32,1,X,12,2024
1,0106,76,5,1220,636603,0,30089,1,X,12,2024
1,0106,76,5,1220,14395,0,282,2,X,12,2024
1,0106,82,5,1220,29459,0,867,1,X,12,2024
1,0106,83,5,1220,62225,0,1910,1,X,12,2024
1,0106,83,5,1220,15657,0,31,2,X,12,2024
1,0106,84,5,1220,5333462,0,124585,1,X,12,2024
1,0106,84,5,1220,6644946,0,73051,2,X,12,2024
1,0106,85,5,1220,1758930,0,7872,1,X,12,2024
1,0106,85,5,1220,79151,0,2280,2,X,12,2024
1,0106,87,5,1220,6949325,0,92640,1,X,12,2024
1,0106,87,5,1220,1232563,0,25515,2,X,12,2024
1,0106,87,8,1220,3229,0,143,1,X,12,2024
1,0106,88,5,1220,7090,0,6,1,X,12,2024
1,0106,89,5,1220,359651,0,4491,1,X,12,2024
1,0106,90,5,1220,496927,0,4840,1,X,12,2024
1,0106,90,5,1220,225898,0,2156,2,X,12,2024
1,0106,94,5,1220,229176,0,7950,1,X,12,2024
1,0106,94,5,1220,17018,0,140,2,X,12,2024
1,0106,95,5,1220,62160,0,1263,1,X,12,2024
1,0106,96,5,1220,385119,0,16269,1,X,12,2024
1,0106,96,5,1220,8540,0,389,2,X,12,2024
1,0107,11,5,1220,52216,0,7702,1,X,12,2024
1,0107,31,5,1220,70708,0,3157,1,X,12,2024
1,0107,39,5,1220,18077,0,616,1,X,12,2024
1,0107,44,5,1220,65166,0,686,1,X,12,2024
1,0107,73,5,1220,10780,0,436,1,X,12,2024
1,0107,89,5,1220,19638,0,278,1,X,12,2024
1,0108,10,5,1220,4951,0,108,1,X,12,2024
1,0108,18,5,1220,3535,0,62,1,X,12,2024
1,0108,20,5,1220,77872,0,1522,1,X,12,2024
1,0108,39,5,1220,7067,0,42,1,X,12,2024
1,0108,44,5,1220,153668,0,5025,1,X,12,2024
1,0108,44,6,1220,467987,0,3710,1,X,12,2024
1,0108,47,5,1220,21168,0,364,1,X,12,2024
1,0108,47,6,1220,188639,0,1864,1,X,12,2024
1,0108,48,5,1220,35230,0,821,1,X,12,2024
1,0108,72,5,1220,32085,0,793,1,X,12,2024
1,0108,84,5,1220,7000,0,208,1,X,12,2024
1,0108,84,5,1220,3738,0,111,2,X,12,2024
1,0108,87,5,1220,119262,0,3530,1,X,12,2024
1,0108,87,5,1220,92096,0,3158,2,X,12,2024
1,0108,90,5,1220,5080,0,129,1,X,12,2024
1,0108,94,5,1220,8055,0,311,1,X,12,2024
1,0109,08,5,1220,58126,0,3158,2,X,12,2024
1,0109,27,5,1220,290531,0,28402,1,X,12,2024
1,0109,28,6,1220,247164,0,22106,1,X,12,2024
1,0109,33,5,1220,10901,0,84,1,X,12,2024
1,0109,39,5,1220,28946,0,3247,1,X,12,2024
1,0109,40,5,1220,38741,0,2422,1,X,12,2024
1,0109,44,5,1220,2546,0,20,1,X,12,2024
1,0109,48,5,1220,1673471,0,35083,1,X,12,2024
1,0109,55,5,1220,4526,0,326,2,X,12,2024
1,0109,62,5,1220,24290,0,241,2,X,12,2024
1,0109,63,5,1220,7224,0,141,1,X,12,2024
1,0109,72,5,1220,42559,0,3398,1,X,12,2024
1,0109,73,5,1220,6333,0,708,1,X,12,2024
1,0109,84,5,1220,21014,0,619,1,X,12,2024
1,0109,85,5,1220,9056,0,1024,1,X,12,2024
1,0109,85,5,1220,11418,0,126,2,X,12,2024
1,0109,90,5,1220,61224,0,1563,1,X,12,2024
1,0109,94,5,1220,7302,0,283,1,X,12,2024
1,0110,01,5,1220,95062,0,1900,1,X,12,2024
1,0110,44,5,1220,184686,0,6019,1,X,12,2024
1,0110,48,5,1220,38322,0,750,1,X,12,2024
1,0110,82,5,1220,39112,0,765,1,X,12,2024
