TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,DF,CONTCODE,YEAR,VALUE,SHIPWT,FREIGHT_CHARGES
1,37XX,84,1,2010,1,1,2024,32500,4521,0
1,37XX,84,3,1220,1,X,2024,27056,334,633
1,37XX,84,3,1220,2,X,2024,6903,127,22
1,37XX,84,3,2010,2,0,2024,3380,25,0
1,37XX,85,1,1220,2,X,2024,31305,560,612
1,37XX,85,1,2010,1,1,2024,233908,16673,0
1,37XX,85,3,1220,1,X,2024,23767,266,385
1,37XX,85,3,1220,2,X,2024,41969,286,694
1,37XX,85,3,2010,1,0,2024,4940,5,0
1,37XX,87,1,2010,1,1,2024,1766243,98441,0
1,37XX,90,3,1220,1,X,2024,193826,1016,2464
1,37XX,90,3,1220,2,X,2024,41435,318,811
1,37XX,90,3,2010,1,0,2024,27853,181,0
1,37XX,90,3,2010,2,0,2024,2580,10,0
1,37XX,94,1,2010,1,1,2024,92384,7689,0
1,3801,01,5,1220,1,X,2024,13434963,0,168098
1,3801,01,5,1220,2,X,2024,262267,0,1320
1,3801,01,8,1220,1,X,2024,47320,0,563
1,3801,02,5,1220,1,X,2024,1198996362,0,17630805
1,3801,02,5,1220,2,X,2024,12710844,0,169558
1,3801,02,6,1220,1,X,2024,149955,0,5441
1,3801,03,5,1220,1,X,2024,14979039,0,270271
1,3801,03,5,1220,2,X,2024,11150688,0,177586
1,3801,04,5,1220,1,X,2024,116351385,0,1965338
1,3801,04,5,1220,2,X,2024,6109467,0,74004
1,3801,04,6,1220,1,X,2024,219731,0,3443
1,3801,05,5,1220,1,X,2024,8335790,0,281238
1,3801,05,5,1220,2,X,2024,1142602,0,18391
1,3801,06,5,1220,1,X,2024,39803234,0,742016
1,3801,06,5,1220,2,X,2024,336402,0,6499
1,3801,06,6,1220,1,X,2024,4605,0,90
1,3801,07,5,1220,1,X,2024,446116411,0,23741851
1,3801,07,5,1220,2,X,2024,525524646,0,23803017
1,3801,07,6,1220,1,X,2024,1497601,0,65330
1,3801,07,8,1220,1,X,2024,35931,0,1098
1,3801,07,8,1220,2,X,2024,3324,0,157
1,3801,08,5,1220,1,X,2024,464552328,0,16822950
1,3801,08,5,1220,2,X,2024,344295411,0,11827147
1,3801,08,6,1220,2,X,2024,384522,0,11363
1,3801,09,5,1220,1,X,2024,30540277,0,590616
1,3801,09,5,1220,2,X,2024,13168473,0,263590
1,3801,09,6,1220,1,X,2024,2058616,0,69910
1,3801,09,6,1220,2,X,2024,725086,0,26087
1,3801,10,5,1220,1,X,2024,106915230,0,2031214
1,3801,10,5,1220,2,X,2024,3511846,0,70025
1,3801,10,6,1220,1,X,2024,19624416,0,409225
1,3801,11,5,1220,1,X,2024,70066198,0,3151677
1,3801,11,5,1220,2,X,2024,7357770,0,167143
1,3801,11,6,1220,1,X,2024,13031897,0,427256
1,3801,12,5,1220,1,X,2024,94292502,0,3364031
1,3801,12,5,1220,2,X,2024,20560945,0,132275
1,3801,12,6,1220,1,X,2024,1812750,0,33736
1,3801,12,8,1220,1,X,2024,13902,0,522
1,3801,13,5,1220,1,X,2024,3964031,0,95891
1,3801,13,5,1220,2,X,2024,5898392,0,105205
1,3801,14,5,1220,1,X,2024,454433,0,26174
1,3801,14,5,1220,2,X,2024,136277,0,7681
1,3801,15,5,1220,1,X,2024,89763915,0,2301176
1,3801,15,5,1220,2,X,2024,59424830,0,936947
1,3801,15,6,1220,1,X,2024,10141048,0,184093
1,3801,15,6,1220,2,X,2024,5335932,0,56489
1,3801,16,5,1220,1,X,2024,388736813,0,6239865
1,3801,16,5,1220,2,X,2024,303347,0,6615
1,3801,17,5,1220,1,X,2024,141966543,0,5296326
1,3801,17,5,1220,2,X,2024,8986541,0,225100
1,3801,17,6,1220,1,X,2024,5126537,0,235453
1,3801,17,6,1220,2,X,2024,105543,0,15311
1,3801,18,5,1220,1,X,2024,231199429,0,3223252
1,3801,18,5,1220,2,X,2024,22143410,0,396104
1,3801,18,6,1220,1,X,2024,78109,0,1530
1,3801,19,5,1220,1,X,2024,1078433763,0,24409081
1,3801,19,5,1220,2,X,2024,6348574,0,151423
1,3801,19,6,1220,1,X,2024,359535,0,6137
1,3801,19,6,1220,2,X,2024,175738,0,3444
1,3801,19,8,1220,1,X,2024,50249,0,407
1,3801,19,8,1220,2,X,2024,3028,0,90
1,3801,20,5,1220,1,X,2024,358227009,0,11345644
1,3801,20,5,1220,2,X,2024,40294025,0,695855
1,3801,20,6,1220,1,X,2024,14754143,0,224556
1,3801,21,5,1220,1,X,2024,902516497,0,25418691
1,3801,21,5,1220,2,X,2024,16453663,0,244436
1,3801,21,6,1220,1,X,2024,10819754,0,121191
1,3801,21,6,1220,2,X,2024,13544,0,1235
1,3801,21,8,1220,1,X,2024,2593,0,0
1,3801,22,5,1220,1,X,2024,411030666,0,13586789
1,3801,22,5,1220,2,X,2024,25073984,0,394401
1,3801,22,6,1220,1,X,2024,158909181,0,6279214
1,3801,22,8,1220,1,X,2024,32446,0,36
1,3801,23,5,1220,1,X,2024,454726562,0,8555569
1,3801,23,5,1220,2,X,2024,9665686,0,162331
1,3801,23,6,1220,1,X,2024,147240684,0,5661448
1,3801,24,5,1220,1,X,2024,5108169,0,58517
1,3801,24,5,1220,2,X,2024,3576,0,70
1,3801,25,5,1220,1,X,2024,53410047,0,1921124
1,3801,25,5,1220,2,X,2024,4512341,0,101512
1,3801,25,6,1220,1,X,2024,15145087,0,412024
1,3801,25,6,1220,2,X,2024,132277,0,495
1,3801,26,5,1220,1,X,2024,15032672,0,149116
1,3801,26,5,1220,2,X,2024,532303,0,6773
1,3801,26,6,1220,1,X,2024,496151222,0,6749784
1,3801,27,5,1220,1,X,2024,196383050,0,5672410
1,3801,27,5,1220,2,X,2024,8666442,0,243141
1,3801,27,6,1220,1,X,2024,120910410,0,2217033
1,3801,27,6,1220,2,X,2024,36379727,0,559935
1,3801,27,7,1220,1,X,2024,96739929,0,0
1,3801,28,5,1220,1,X,2024,119364959,0,4001911
1,3801,28,5,1220,2,X,2024,17262829,0,377606
1,3801,28,6,1220,1,X,2024,19894260,0,673573
1,3801,28,6,1220,2,X,2024,365386,0,4875
1,3801,28,8,1220,1,X,2024,75666,0,655
1,3801,29,5,1220,1,X,2024,203319619,0,4262483
1,3801,29,5,1220,2,X,2024,68787207,0,986057
1,3801,29,6,1220,1,X,2024,44760077,0,956220
1,3801,29,6,1220,2,X,2024,583533,0,19894
1,3801,29,8,1220,1,X,2024,74490,0,0
1,3801,30,5,1220,1,X,2024,958862946,0,6343101
1,3801,30,5,1220,2,X,2024,285603050,0,2698232
1,3801,31,5,1220,1,X,2024,16624885,0,427181
1,3801,31,5,1220,2,X,2024,4937822,0,84385
1,3801,31,6,1220,1,X,2024,50966936,0,813967
1,3801,31,6,1220,2,X,2024,418807,0,7532
1,3801,32,5,1220,1,X,2024,299101048,0,7883549
1,3801,32,5,1220,2,X,2024,28085080,0,463942
1,3801,32,6,1220,1,X,2024,1210091,0,25538
1,3801,32,6,1220,2,X,2024,28263,0,440
1,3801,32,8,1220,1,X,2024,12966,0,198
1,3801,33,5,1220,1,X,2024,453423191,0,8801400
1,3801,33,5,1220,2,X,2024,85888290,0,1445704
1,3801,33,5,2010,1,0,2024,7978,0,0
1,3801,33,6,1220,1,X,2024,103214,0,3583
1,3801,33,8,1220,1,X,2024,11025,0,0
1,3801,34,5,1220,1,X,2024,785852809,0,36566462
1,3801,34,5,1220,2,X,2024,23001310,0,647310
1,3801,34,6,1220,1,X,2024,8977946,0,159966
1,3801,34,6,1220,2,X,2024,125122,0,6584
1,3801,34,8,1220,1,X,2024,74021,0,0
1,3801,34,8,1220,2,X,2024,7205,0,99
1,3801,35,5,1220,1,X,2024,222476516,0,6962502
1,3801,35,5,1220,2,X,2024,28431027,0,457869
1,3801,35,6,1220,1,X,2024,9332729,0,515620
1,3801,35,8,1220,1,X,2024,190138,0,0
1,3801,36,5,1220,1,X,2024,1231745,0,11914
1,3801,36,5,1220,2,X,2024,883958,0,14701
1,3801,37,5,1220,1,X,2024,1577111,0,44721
1,3801,37,5,1220,2,X,2024,1422879,0,21749
1,3801,38,5,1220,1,X,2024,484361798,0,9405653
1,3801,38,5,1220,2,X,2024,68107610,0,848161
1,3801,38,6,1220,1,X,2024,61817729,0,1010021
1,3801,39,5,1220,1,X,2024,2212182288,0,65924631
1,3801,39,5,1220,2,X,2024,245430294,0,5317344
1,3801,39,5,2010,1,0,2024,94514,0,0
1,3801,39,5,2010,2,0,2024,30187,0,0
1,3801,39,6,1220,1,X,2024,608794453,0,17898275
1,3801,39,6,1220,2,X,2024,8638339,0,136273
1,3801,39,6,2010,1,1,2024,21032,0,0
1,3801,39,8,1220,1,X,2024,452397,0,8510
1,3801,40,5,1220,1,X,2024,962531755,0,22318364
1,3801,40,5,1220,2,X,2024,195026797,0,4350139
1,3801,40,6,1220,1,X,2024,1557305,0,49182
1,3801,40,6,1220,2,X,2024,5920,0,129
1,3801,40,8,1220,1,X,2024,122872,0,2081
1,3801,41,5,1220,1,X,2024,930703,0,19077
1,3801,41,5,1220,2,X,2024,655563,0,11858
1,3801,42,5,1220,1,X,2024,7796648,0,163183
1,3801,42,5,1220,2,X,2024,56395296,0,1008996
1,3801,42,6,1220,2,X,2024,2722,0,43
1,3801,43,5,1220,1,X,2024,207448,0,1707
1,3801,43,5,1220,2,X,2024,41015,0,438
1,3801,44,5,1220,1,X,2024,170634575,0,4275211
1,3801,44,5,1220,2,X,2024,13962557,0,321478
1,3801,44,6,1220,1,X,2024,16853018,0,454544
1,3801,44,8,1220,1,X,2024,8051,0,0
1,3801,45,5,1220,1,X,2024,23650,0,424
1,3801,45,5,1220,2,X,2024,135716,0,2373
1,3801,46,5,1220,1,X,2024,414476,0,9562
1,3801,46,5,1220,2,X,2024,472045,0,9107
1,3801,46,6,1220,2,X,2024,3197,0,43
1,3801,47,5,1220,1,X,2024,15183507,0,519279
1,3801,47,5,1220,2,X,2024,3722731,0,52014
1,3801,47,6,1220,1,X,2024,3405692,0,51093
1,3801,47,6,1220,2,X,2024,187283,0,2675
1,3801,48,5,1220,1,X,2024,794140107,0,25212828
1,3801,48,5,1220,2,X,2024,42274272,0,874880
1,3801,48,5,2010,1,0,2024,8416,0,0
1,3801,48,6,1220,1,X,2024,171087660,0,5696938
1,3801,48,6,1220,2,X,2024,28362,0,497
1,3801,48,8,1220,1,X,2024,30997,0,415
1,3801,49,5,1220,1,X,2024,206064669,0,4028216
1,3801,49,5,1220,2,X,2024,60986005,0,849942
1,3801,49,6,1220,1,X,2024,9290,0,198
1,3801,49,8,1220,1,X,2024,34523,0,878
1,3801,50,5,1220,1,X,2024,4786,0,14
1,3801,50,5,1220,2,X,2024,53123,0,1855
1,3801,51,5,1220,1,X,2024,82389,0,1659
1,3801,51,5,1220,2,X,2024,246464,0,2447
1,3801,51,8,1220,1,X,2024,4853,0,82
1,3801,52,5,1220,1,X,2024,2656921,0,89510
1,3801,52,5,1220,2,X,2024,1142343,0,47078
1,3801,53,5,1220,1,X,2024,296474,0,5927
1,3801,53,5,1220,2,X,2024,315396,0,8459
1,3801,54,5,1220,1,X,2024,7321023,0,122015
1,3801,54,5,1220,2,X,2024,1844145,0,53876
1,3801,55,5,1220,1,X,2024,14665506,0,315277
1,3801,55,5,1220,2,X,2024,2124782,0,42857
1,3801,56,5,1220,1,X,2024,78785520,0,2443975
1,3801,56,5,1220,2,X,2024,7166778,0,134786
1,3801,56,6,1220,1,X,2024,53410,0,148
1,3801,57,5,1220,1,X,2024,80893959,0,1378989
1,3801,57,5,1220,2,X,2024,18992530,0,340935
1,3801,58,5,1220,1,X,2024,3131739,0,57098
1,3801,58,5,1220,2,X,2024,802927,0,21094
1,3801,59,5,1220,1,X,2024,25901220,0,473194
1,3801,59,5,1220,2,X,2024,10715971,0,200881
1,3801,59,6,1220,1,X,2024,13513,0,583
1,3801,60,5,1220,1,X,2024,1754127,0,28374
1,3801,60,5,1220,2,X,2024,1413040,0,18558
1,3801,61,5,1220,1,X,2024,7187248,0,125098
1,3801,61,5,1220,2,X,2024,146379589,0,3553235
1,3801,61,6,1220,2,X,2024,14999,0,37
1,3801,61,8,1220,1,X,2024,2913,0,0
1,3801,61,8,1220,2,X,2024,138023,0,964
1,3801,62,5,1220,1,X,2024,8079072,0,147425
1,3801,62,5,1220,2,X,2024,127861003,0,2747169
1,3801,62,8,1220,2,X,2024,6937,0,0
1,3801,63,5,1220,1,X,2024,28221000,0,673882
1,3801,63,5,1220,2,X,2024,32599639,0,693191
1,3801,63,6,1220,2,X,2024,8116,0,225
1,3801,63,8,1220,1,X,2024,4690,0,0
1,3801,63,8,1220,2,X,2024,24527,0,0
1,3801,64,5,1220,1,X,2024,3115041,0,66623
1,3801,64,5,1220,2,X,2024,49463935,0,1237412
1,3801,65,5,1220,1,X,2024,7964740,0,113773
1,3801,65,5,1220,2,X,2024,15839026,0,284738
1,3801,65,6,1220,2,X,2024,43479,0,105
1,3801,66,5,1220,1,X,2024,406319,0,21069
1,3801,66,5,1220,2,X,2024,381378,0,20857
1,3801,66,6,1220,2,X,2024,32112,0,1651
1,3801,67,5,1220,1,X,2024,2204659,0,41477
1,3801,67,5,1220,2,X,2024,3636631,0,84778
1,3801,68,5,1220,1,X,2024,186855139,0,8346873
1,3801,68,5,1220,2,X,2024,18288831,0,453262
1,3801,68,6,1220,1,X,2024,23180642,0,1034988
1,3801,68,8,1220,1,X,2024,2849,0,0
1,3801,69,5,1220,1,X,2024,28854948,0,707927
1,3801,69,5,1220,2,X,2024,31961691,0,533843
1,3801,70,5,1220,1,X,2024,468511050,0,8033383
1,3801,70,5,1220,2,X,2024,33963286,0,592479
1,3801,70,6,1220,1,X,2024,53849,0,165
1,3801,70,6,1220,2,X,2024,3759,0,146
1,3801,70,8,1220,1,X,2024,49914,0,631
1,3801,71,5,1220,1,X,2024,30685320,0,380250
1,3801,71,5,1220,2,X,2024,23000500,0,317986
1,3801,71,8,1220,2,X,2024,5392,0,0
1,3801,72,5,1220,1,X,2024,1857633854,0,56631234
1,3801,72,5,1220,2,X,2024,106092445,0,3584643
1,3801,72,6,1220,1,X,2024,160514649,0,5810788
1,3801,72,6,1220,2,X,2024,235103,0,816
1,3801,72,8,1220,1,X,2024,24342,0,1159
1,3801,73,5,1220,1,X,2024,995641156,0,24538418
1,3801,73,5,1220,2,X,2024,185678736,0,4147289
1,3801,73,5,2010,1,0,2024,24860,0,0
1,3801,73,6,1220,1,X,2024,4263896,0,76424
1,3801,73,6,1220,2,X,2024,20699503,0,210174
1,3801,73,8,1220,1,X,2024,3066,0,0
1,3801,73,8,1220,2,X,2024,13654,0,65
1,3801,74,5,1220,1,X,2024,292125085,0,3435722
1,3801,74,5,1220,2,X,2024,21952118,0,451260
1,3801,74,6,1220,1,X,2024,4744253,0,31781
1,3801,74,6,1220,2,X,2024,7378,0,61
1,3801,75,5,1220,1,X,2024,36909573,0,213139
1,3801,75,5,1220,2,X,2024,2219359,0,37854
1,3801,75,6,1220,1,X,2024,348915,0,3449
1,3801,76,5,1220,1,X,2024,736650277,0,15766432
1,3801,76,5,1220,2,X,2024,37064571,0,674443
1,3801,76,6,1220,1,X,2024,63608,0,777
1,3801,76,8,1220,1,X,2024,10836,0,235
1,3801,78,5,1220,1,X,2024,1993338,0,66326
1,3801,79,5,1220,1,X,2024,9458772,0,151458
1,3801,79,5,1220,2,X,2024,602481,0,7273
1,3801,80,5,1220,1,X,2024,843804,0,16332
1,3801,80,5,1220,2,X,2024,317537,0,3054
1,3801,80,6,1220,2,X,2024,676515,0,41110
1,3801,81,5,1220,1,X,2024,31481580,0,266256
1,3801,81,5,1220,2,X,2024,1900957,0,21955
1,3801,82,5,1220,1,X,2024,113617794,0,1700517
1,3801,82,5,1220,2,X,2024,94079441,0,1611870
1,3801,82,5,2010,1,0,2024,8525,0,0
1,3801,82,6,1220,1,X,2024,48537,0,442
1,3801,82,6,1220,2,X,2024,17561,0,325
1,3801,82,8,1220,1,X,2024,53918,0,967
1,3801,82,8,1220,2,X,2024,7667,0,200
1,3801,83,5,1220,1,X,2024,301898281,0,5601589
1,3801,83,5,1220,2,X,2024,74412087,0,1290201
1,3801,83,6,1220,1,X,2024,103352,0,1851
1,3801,83,6,1220,2,X,2024,19530,0,335
1,3801,83,8,1220,1,X,2024,35536,0,0
1,3801,84,5,1220,1,X,2024,11531690919,0,158644327
1,3801,84,5,1220,2,X,2024,4313348989,0,52611227
1,3801,84,5,2010,1,0,2024,8000,0,0
1,3801,84,5,2010,2,0,2024,40810,0,0
1,3801,84,6,1220,1,X,2024,21136728,0,425154
1,3801,84,6,1220,2,X,2024,1554060,0,43620
1,3801,84,8,1220,1,X,2024,845663,0,11445
1,3801,84,8,1220,2,X,2024,296400,0,2576
1,3801,84,8,2010,2,X,2024,5498,0,0
1,3801,85,1,2010,2,1,2024,4609,37,0
1,3801,85,5,1220,1,X,2024,4048838353,0,60406032
1,3801,85,5,1220,2,X,2024,4285239917,0,51774871
1,3801,85,5,2010,1,0,2024,5000,0,0
1,3801,85,5,2010,2,0,2024,566259,0,0
1,3801,85,6,1220,1,X,2024,1857645,0,37479
1,3801,85,6,1220,2,X,2024,2512126,0,52899
1,3801,85,8,1220,1,X,2024,130006,0,1370
1,3801,85,8,1220,2,X,2024,1002815,0,6736
1,3801,86,5,1220,1,X,2024,48427417,0,779572
1,3801,86,5,1220,2,X,2024,42251183,0,491842
1,3801,86,6,1220,1,X,2024,8585453,0,76952
1,3801,86,6,1220,2,X,2024,2163903,0,15718
1,3801,87,5,1220,1,X,2024,12235031304,0,184114133
1,3801,87,5,1220,2,X,2024,777873781,0,11401472
1,3801,87,6,1220,1,X,2024,11866799145,0,114426789
1,3801,87,6,1220,2,X,2024,230398598,0,1853251
1,3801,87,8,1220,1,X,2024,704817,0,11878
1,3801,87,8,1220,2,X,2024,412657,0,4491
1,3801,88,5,1220,1,X,2024,660663657,0,2390920
1,3801,88,5,1220,2,X,2024,48521027,0,537745
1,3801,88,8,1220,1,X,2024,29804,0,647
1,3801,88,8,1220,2,X,2024,2649,0,0
1,3801,89,5,1220,1,X,2024,73544422,0,787958
1,3801,89,5,1220,2,X,2024,819691,0,12527
1,3801,89,8,1220,1,X,2024,1407415,0,18471
1,3801,90,5,1220,1,X,2024,1141434849,0,12538058
1,3801,90,5,1220,2,X,2024,803005555,0,10119231
1,3801,90,5,2010,1,0,2024,37735,0,0
1,3801,90,6,1220,1,X,2024,287643,0,7184
1,3801,90,6,1220,2,X,2024,610282,0,9454
1,3801,90,8,1220,1,X,2024,26724,0,0
1,3801,90,8,1220,2,X,2024,53777,0,1611
1,3801,91,5,1220,1,X,2024,1079767,0,17187
1,3801,91,5,1220,2,X,2024,6894248,0,142455
1,3801,92,5,1220,1,X,2024,8957108,0,155665
1,3801,92,5,1220,2,X,2024,2991496,0,44550
1,3801,92,6,1220,1,X,2024,3973,0,39
1,3801,92,8,1220,2,X,2024,3053,0,0
1,3801,93,5,1220,1,X,2024,6846502,0,101877
1,3801,93,5,1220,2,X,2024,5892893,0,98729
1,3801,93,8,1220,1,X,2024,2571,0,32
1,3801,94,5,1220,1,X,2024,577306739,0,13524946
1,3801,94,5,1220,2,X,2024,250462731,0,4770496
1,3801,94,5,2010,1,0,2024,9253,0,0
1,3801,94,6,1220,1,X,2024,162029,0,11202
1,3801,94,6,1220,2,X,2024,212198,0,4048
1,3801,94,8,1220,1,X,2024,47901,0,0
1,3801,94,8,1220,2,X,2024,168281,0,1357
1,3801,95,5,1220,1,X,2024,151329220,0,2363608
1,3801,95,5,1220,2,X,2024,331271240,0,5804429
1,3801,95,6,1220,2,X,2024,27217,0,556
1,3801,95,8,1220,1,X,2024,2512,0,0
1,3801,95,8,1220,2,X,2024,4264,0,22
1,3801,96,5,1220,1,X,2024,123430844,0,2352752
1,3801,96,5,1220,2,X,2024,68525361,0,1245539
1,3801,96,6,1220,1,X,2024,42066,0,419
1,3801,96,6,1220,2,X,2024,57901,0,702
1,3801,96,8,1220,1,X,2024,9359,0,286
1,3801,97,5,1220,1,X,2024,1686372,0,31994
1,3801,97,5,1220,2,X,2024,3550355,0,36394
1,3801,97,8,1220,1,X,2024,16230,0,319
1,3801,97,8,1220,2,X,2024,12780,0,251
1,3801,98,5,1220,1,X,2024,25188381,0,227420
1,3801,98,5,1220,2,X,2024,16180907,0,221407
1,3801,98,6,1220,2,X,2024,2571,0,50
1,3801,98,8,1220,1,X,2024,4026147,0,10194
1,3802,01,5,1220,1,X,2024,22659026,0,447237
1,3802,01,5,1220,2,X,2024,16577,0,130
1,3802,01,8,1220,1,X,2024,68821,0,1657
1,3802,01,8,1220,2,X,2024,89392,0,884
1,3802,02,5,1220,1,X,2024,18393067,0,245627
1,3802,03,5,1220,1,X,2024,12149679,0,204215
1,3802,03,5,1220,2,X,2024,3877945,0,67338
1,3802,03,6,1220,2,X,2024,26292,0,356
1,3802,04,5,1220,1,X,2024,222778874,0,3272659
1,3802,04,5,1220,2,X,2024,7601335,0,176952
1,3802,04,6,1220,1,X,2024,345994,0,3427
1,3802,04,8,1220,1,X,2024,19843,0,1603
1,3802,05,5,1220,1,X,2024,12591938,0,286331
1,3802,05,5,1220,2,X,2024,1278921,0,40356
1,3802,05,5,2010,1,0,2024,99331,0,0
1,3802,06,5,1220,1,X,2024,34300819,0,626520
1,3802,06,5,1220,2,X,2024,233559,0,6358
1,3802,06,8,1220,1,X,2024,6813,0,73
1,3802,07,5,1220,1,X,2024,432324491,0,22784033
1,3802,07,5,1220,2,X,2024,176584975,0,9081217
1,3802,07,6,1220,1,X,2024,8098664,0,448026
1,3802,07,6,1220,2,X,2024,82312,0,3173
1,3802,08,5,1220,1,X,2024,623969064,0,18386451
1,3802,08,5,1220,2,X,2024,236677412,0,8023347
1,3802,08,6,1220,1,X,2024,12388935,0,240821
1,3802,09,5,1220,1,X,2024,36275815,0,736631
1,3802,09,5,1220,2,X,2024,22792950,0,438013
1,3802,09,6,1220,1,X,2024,39829622,0,1287217
1,3802,09,6,1220,2,X,2024,4108797,0,129372
1,3802,10,5,1220,1,X,2024,78949902,0,1860434
1,3802,10,5,1220,2,X,2024,4732578,0,92699
1,3802,10,6,1220,1,X,2024,64679209,0,1729029
1,3802,10,6,2010,1,0,2024,31023,0,0
1,3802,11,5,1220,1,X,2024,89635373,0,3495385
1,3802,11,5,1220,2,X,2024,8088361,0,247256
1,3802,11,6,1220,1,X,2024,21730526,0,530994
1,3802,11,6,1220,2,X,2024,6701,0,109
1,3802,12,5,1220,1,X,2024,79621827,0,2413430
1,3802,12,5,1220,2,X,2024,22790406,0,376011
1,3802,12,6,1220,1,X,2024,41005412,0,790172
1,3802,12,6,1220,2,X,2024,41868,0,988
1,3802,13,5,1220,1,X,2024,12087130,0,253010
1,3802,13,5,1220,2,X,2024,11175537,0,226404
1,3802,14,5,1220,1,X,2024,644086,0,35498
1,3802,14,5,1220,2,X,2024,315618,0,17430
1,3802,14,6,1220,1,X,2024,1126931,0,66958
1,3802,15,5,1220,1,X,2024,70318426,0,1875470
1,3802,15,5,1220,2,X,2024,21778363,0,419027
1,3802,15,6,1220,1,X,2024,48769695,0,516287
1,3802,15,6,1220,2,X,2024,53479332,0,827657
1,3802,15,8,1220,1,X,2024,13142,0,36
1,3802,16,5,1220,1,X,2024,81691426,0,1301229
1,3802,16,5,1220,2,X,2024,956270,0,19674
1,3802,17,5,1220,1,X,2024,118385019,0,5215909
1,3802,17,5,1220,2,X,2024,12227673,0,255860
1,3802,17,6,1220,1,X,2024,31533268,0,891744
1,3802,17,6,1220,2,X,2024,114551,0,4353
1,3802,18,5,1220,1,X,2024,132438780,0,2126853
1,3802,18,5,1220,2,X,2024,5662391,0,89428
1,3802,18,6,1220,1,X,2024,118080,0,7214
1,3802,18,6,1220,2,X,2024,37142,0,656
1,3802,19,5,1220,1,X,2024,639620101,0,15561345
1,3802,19,5,1220,2,X,2024,16471838,0,379216
1,3802,19,6,1220,1,X,2024,41773513,0,742809
1,3802,19,6,1220,2,X,2024,342878,0,10606
1,3802,19,8,1220,1,X,2024,2745,0,0
1,3802,20,5,1220,1,X,2024,342352767,0,9500235
1,3802,20,5,1220,2,X,2024,33687686,0,614545
1,3802,20,6,1220,1,X,2024,46012447,0,2318180
1,3802,20,6,1220,2,X,2024,212571,0,13056
1,3802,21,5,1220,1,X,2024,689420824,0,18869053
1,3802,21,5,1220,2,X,2024,25258378,0,434180
1,3802,21,5,2010,2,0,2024,13000,0,0
1,3802,21,6,1220,1,X,2024,7841909,0,313610
1,3802,21,6,1220,2,X,2024,263603,0,9646
1,3802,21,8,1220,1,X,2024,37218,0,36
1,3802,21,8,1220,2,X,2024,4168,0,146
1,3802,22,5,1220,1,X,2024,325939567,0,10965063
1,3802,22,5,1220,2,X,2024,11322026,0,264505
1,3802,22,6,1220,1,X,2024,578620503,0,30460648
1,3802,22,6,1220,2,X,2024,80653,0,5111
1,3802,22,8,1220,1,X,2024,61172,0,0
1,3802,23,5,1220,1,X,2024,405434908,0,8501321
1,3802,23,5,1220,2,X,2024,13857275,0,233164
1,3802,23,6,1220,1,X,2024,213677654,0,3788648
1,3802,23,6,1220,2,X,2024,4715162,0,56411
1,3802,24,5,1220,1,X,2024,3119746,0,29551
1,3802,24,5,1220,2,X,2024,1584643,0,21800
1,3802,25,5,1220,1,X,2024,52030668,0,1994748
1,3802,25,5,1220,2,X,2024,6737844,0,139742
1,3802,25,6,1220,1,X,2024,35282068,0,1155466
1,3802,25,6,1220,2,X,2024,23012,0,449
1,3802,26,5,1220,1,X,2024,24658608,0,268113
1,3802,26,5,1220,2,X,2024,125673,0,4957
1,3802,26,6,1220,1,X,2024,118614967,0,1478020
1,3802,27,5,1220,1,X,2024,430493611,0,11651346
1,3802,27,5,1220,2,X,2024,11289538,0,291980
1,3802,27,6,1220,1,X,2024,454749720,0,18988913
1,3802,27,6,1220,2,X,2024,4319967,0,244950
1,3802,27,7,1220,1,X,2024,2650132757,0,0
1,3802,28,5,1220,1,X,2024,251606246,0,6216588
1,3802,28,5,1220,2,X,2024,26079702,0,756162
1,3802,28,6,1220,1,X,2024,250019688,0,8658485
1,3802,28,6,1220,2,X,2024,16241215,0,158526
1,3802,29,5,1220,1,X,2024,438904909,0,12601887
1,3802,29,5,1220,2,X,2024,78028745,0,1755671
1,3802,29,5,2010,1,0,2024,232750,0,0
1,3802,29,6,1220,1,X,2024,961519933,0,28302062
1,3802,29,6,1220,2,X,2024,11072066,0,250683
1,3802,29,7,1220,1,X,2024,112785799,0,0
1,3802,29,8,1220,1,X,2024,19887,0,36
1,3802,30,5,1220,1,X,2024,738073738,0,7107110
1,3802,30,5,1220,2,X,2024,404397194,0,3205683
1,3802,30,5,2010,1,0,2024,14126127,0,0
1,3802,30,5,2010,2,0,2024,4022043,0,0
1,3802,30,6,1220,1,X,2024,7432008,0,86408
1,3802,30,6,1220,2,X,2024,151898,0,1845
1,3802,31,5,1220,1,X,2024,19501837,0,562113
1,3802,31,5,1220,2,X,2024,2071056,0,39433
1,3802,31,6,1220,1,X,2024,138824934,0,6970680
1,3802,31,6,1220,2,X,2024,522322,0,4599
1,3802,32,5,1220,1,X,2024,621448477,0,14752014
1,3802,32,5,1220,2,X,2024,60492787,0,947695
1,3802,32,5,2010,1,0,2024,3434,0,0
1,3802,32,5,2010,2,0,2024,51323,0,0
1,3802,32,6,1220,1,X,2024,13143786,0,363722
1,3802,32,6,1220,2,X,2024,168005,0,4782
1,3802,32,8,1220,1,X,2024,11356,0,331
1,3802,33,5,1220,1,X,2024,590013602,0,6866216
1,3802,33,5,1220,2,X,2024,100052299,0,1408003
1,3802,33,5,2010,1,0,2024,12393,0,0
