TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,DF,CONTCODE,YEAR,VALUE,SHIPWT,FREIGHT_CHARGES
1,0901,03,5,1220,2,X,2024,135040189,0,2132492
1,0901,03,6,1220,2,X,2024,254030,0,4980
1,0901,03,8,1220,1,X,2024,42338,0,603
1,0901,04,5,1220,1,X,2024,52529250,0,870229
1,0901,04,5,1220,2,X,2024,4837016,0,61592
1,0901,04,8,1220,1,X,2024,108169,0,0
1,0901,05,5,1220,1,X,2024,16437185,0,444179
1,0901,05,5,1220,2,X,2024,744178,0,17022
1,0901,06,5,1220,1,X,2024,50524207,0,932515
1,0901,06,5,1220,2,X,2024,6935171,0,141347
1,0901,07,5,1220,1,X,2024,125726867,0,5908294
1,0901,07,5,1220,2,X,2024,49417260,0,2217304
1,0901,07,6,1220,1,X,2024,621103,0,29616
1,0901,07,6,1220,2,X,2024,654244,0,25217
1,0901,07,8,1220,2,X,2024,11088,0,0
1,0901,08,5,1220,1,X,2024,65191341,0,1529374
1,0901,08,5,1220,2,X,2024,381063812,0,12185118
1,0901,08,6,1220,1,X,2024,695815,0,15561
1,0901,08,6,1220,2,X,2024,69245,0,3271
1,0901,08,8,1220,2,X,2024,28556,0,0
1,0901,09,5,1220,1,X,2024,192781069,0,3469901
1,0901,09,5,1220,2,X,2024,103086943,0,2076155
1,0901,09,6,1220,2,X,2024,9463679,0,286507
1,0901,10,5,1220,1,X,2024,4391088,0,88642
1,0901,10,5,1220,2,X,2024,8628774,0,172598
1,0901,10,6,1220,1,X,2024,2208003,0,69060
1,0901,10,6,1220,2,X,2024,46927,0,364
1,0901,11,5,1220,1,X,2024,26595439,0,788397
1,0901,11,5,1220,2,X,2024,6908122,0,216336
1,0901,11,6,1220,1,X,2024,1425919,0,56023
1,0901,12,5,1220,1,X,2024,93531358,0,1798479
1,0901,12,5,1220,2,X,2024,20435703,0,312970
1,0901,12,5,2010,1,0,2024,3325,0,0
1,0901,12,6,1220,1,X,2024,565499,0,5585
1,0901,12,8,1220,1,X,2024,352591,0,37
1,0901,13,5,1220,1,X,2024,23002788,0,419337
1,0901,13,5,1220,2,X,2024,11522355,0,236236
1,0901,13,8,1220,2,X,2024,3160,0,0
1,0901,14,5,1220,1,X,2024,181636,0,10695
1,0901,14,5,1220,2,X,2024,179243,0,9642
1,0901,14,6,1220,1,X,2024,92033,0,5314
1,0901,15,5,1220,1,X,2024,39578722,0,1116416
1,0901,15,5,1220,2,X,2024,88089987,0,1574541
1,0901,15,6,1220,1,X,2024,13798676,0,330732
1,0901,15,6,1220,2,X,2024,40383968,0,692215
1,0901,15,8,1220,1,X,2024,54106,0,82
1,0901,15,8,1220,2,X,2024,57313,0,232
1,0901,16,5,1220,1,X,2024,133729024,0,1952761
1,0901,16,5,1220,2,X,2024,2915125,0,44867
1,0901,17,5,1220,1,X,2024,115385471,0,2430872
1,0901,17,5,1220,2,X,2024,11695153,0,293096
1,0901,17,6,1220,1,X,2024,2235872,0,47708
1,0901,17,6,1220,2,X,2024,441597,0,36880
1,0901,17,8,1220,1,X,2024,7061,0,350
1,0901,18,5,1220,1,X,2024,345437396,0,5151008
1,0901,18,5,1220,2,X,2024,121133263,0,1733232
1,0901,19,5,1220,1,X,2024,465546723,0,13997026
1,0901,19,5,1220,2,X,2024,13623766,0,256821
1,0901,19,6,1220,1,X,2024,440389,0,8925
1,0901,19,6,1220,2,X,2024,8654,0,311
1,0901,19,8,1220,1,X,2024,6087,0,233
1,0901,20,5,1220,1,X,2024,261934230,0,11386836
1,0901,20,5,1220,2,X,2024,74278413,0,3729239
1,0901,20,6,1220,1,X,2024,3700368,0,202047
1,0901,20,6,1220,2,X,2024,64933,0,725
1,0901,21,5,1220,1,X,2024,544396776,0,14125051
1,0901,21,5,1220,2,X,2024,27726358,0,504370
1,0901,21,6,1220,1,X,2024,3405647,0,217371
1,0901,21,6,1220,2,X,2024,19665,0,384
1,0901,21,8,1220,1,X,2024,51513,0,2768
1,0901,22,5,1220,1,X,2024,268209246,0,10476381
1,0901,22,5,1220,2,X,2024,7083499,0,127876
1,0901,22,6,1220,1,X,2024,2319076,0,89146
1,0901,23,5,1220,1,X,2024,298618953,0,6548260
1,0901,23,5,1220,2,X,2024,3125108,0,98933
1,0901,23,6,1220,1,X,2024,2034220,0,61092
1,0901,24,5,1220,1,X,2024,5715752,0,70981
1,0901,24,5,1220,2,X,2024,41870557,0,480316
1,0901,25,5,1220,1,X,2024,49753264,0,2278186
1,0901,25,5,1220,2,X,2024,8399274,0,247445
1,0901,25,6,1220,1,X,2024,3448246,0,121865
1,0901,25,6,1220,2,X,2024,123380,0,6646
1,0901,26,5,1220,1,X,2024,41925593,0,994527
1,0901,26,5,1220,2,X,2024,17128079,0,606497
1,0901,26,6,1220,1,X,2024,5593480,0,103061
1,0901,27,5,1220,1,X,2024,421851755,0,11287574
1,0901,27,5,1220,2,X,2024,5062816,0,138913
1,0901,27,6,1220,1,X,2024,157189770,0,3989022
1,0901,27,6,1220,2,X,2024,626888,0,10010
1,0901,27,7,1220,1,X,2024,206780352,0,0
1,0901,27,8,1220,1,X,2024,29725199,0,0
1,0901,28,5,1220,1,X,2024,181770783,0,7387317
1,0901,28,5,1220,2,X,2024,50632719,0,1048708
1,0901,28,5,2010,1,0,2024,14421,0,0
1,0901,28,5,2010,2,0,2024,6536,0,0
1,0901,28,6,1220,1,X,2024,16013266,0,380971
1,0901,28,6,1220,2,X,2024,35284490,0,36162
1,0901,28,6,2010,1,1,2024,50000,0,0
1,0901,29,5,1220,1,X,2024,206655907,0,4438888
1,0901,29,5,1220,2,X,2024,109932957,0,2545158
1,0901,29,5,2010,1,1,2024,878880,0,0
1,0901,29,5,2010,2,0,2024,105780,0,0
1,0901,29,6,1220,1,X,2024,60345164,0,1064418
1,0901,29,6,1220,2,X,2024,11506506,0,158464
1,0901,29,8,1220,1,X,2024,7374,0,0
1,0901,30,3,2010,1,0,2024,339762,1227,0
1,0901,30,5,1220,1,X,2024,2180809305,0,16166644
1,0901,30,5,1220,2,X,2024,438869816,0,3298548
1,0901,30,5,2010,2,0,2024,1317363,0,0
1,0901,30,6,1220,1,X,2024,1914613,0,23781
1,0901,30,8,1220,1,X,2024,1598025,0,5400
1,0901,31,5,1220,1,X,2024,11302484,0,356473
1,0901,31,5,1220,2,X,2024,2207945,0,51297
1,0901,31,6,1220,1,X,2024,11226189,0,187109
1,0901,32,5,1220,1,X,2024,407409808,0,8632091
1,0901,32,5,1220,2,X,2024,46601150,0,794223
1,0901,32,5,2010,1,0,2024,10796,0,0
1,0901,32,6,1220,1,X,2024,478879,0,16542
1,0901,32,8,1220,1,X,2024,50491,0,219
1,0901,33,5,1220,1,X,2024,1057569664,0,18357805
1,0901,33,5,1220,2,X,2024,327333578,0,5107159
1,0901,33,5,2010,1,0,2024,42033,0,0
1,0901,33,6,1220,1,X,2024,3245826,0,67893
1,0901,33,6,1220,2,X,2024,2392314,0,38746
1,0901,33,8,1220,1,X,2024,75217,0,476
1,0901,33,8,1220,2,X,2024,30244,0,0
1,0901,34,5,1220,1,X,2024,642046644,0,18228214
1,0901,34,5,1220,2,X,2024,41824582,0,1025126
1,0901,34,5,2010,1,0,2024,186023,0,0
1,0901,34,6,1220,1,X,2024,3151158,0,63354
1,0901,34,6,1220,2,X,2024,1845074,0,98984
1,0901,34,8,1220,1,X,2024,93828,0,0
1,0901,34,8,1220,2,X,2024,21906,0,0
1,0901,35,5,1220,1,X,2024,98616524,0,2082698
1,0901,35,5,1220,2,X,2024,18874357,0,337854
1,0901,35,6,1220,1,X,2024,243727,0,15009
1,0901,35,6,1220,2,X,2024,235144,0,2326
1,0901,36,5,1220,1,X,2024,3077725,0,87994
1,0901,36,5,1220,2,X,2024,3662106,0,24137
1,0901,37,3,2010,1,0,2024,8256,47,0
1,0901,37,5,1220,1,X,2024,11829894,0,225545
1,0901,37,5,1220,2,X,2024,17026891,0,167273
1,0901,38,3,2010,1,0,2024,3844319,15232,0
1,0901,38,5,1220,1,X,2024,420919425,0,9493381
1,0901,38,5,1220,2,X,2024,63658852,0,1098857
1,0901,38,5,2010,1,0,2024,571468,0,0
1,0901,38,6,1220,1,X,2024,86959675,0,2516448
1,0901,38,6,1220,2,X,2024,704281,0,3479
1,0901,38,8,1220,1,X,2024,288633,0,2574
1,0901,39,3,2010,1,0,2024,95693,1444,0
1,0901,39,5,1220,1,X,2024,1843010176,0,54858998
1,0901,39,5,1220,2,X,2024,230750204,0,5378936
1,0901,39,5,2010,1,0,2024,75318,0,0
1,0901,39,5,2010,2,0,2024,9807,0,0
1,0901,39,6,1220,1,X,2024,76462696,0,2159740
1,0901,39,6,1220,2,X,2024,29295275,0,573549
1,0901,39,8,1220,1,X,2024,1160633,0,2930
1,0901,39,8,1220,2,X,2024,101715,0,0
1,0901,40,5,1220,1,X,2024,237583940,0,5418362
1,0901,40,5,1220,2,X,2024,83480900,0,2115735
1,0901,40,5,2010,1,0,2024,329305,0,0
1,0901,40,6,1220,1,X,2024,914616,0,23299
1,0901,40,6,1220,2,X,2024,148818,0,3262
1,0901,40,8,1220,1,X,2024,117711,0,522
1,0901,40,8,1220,2,X,2024,9910,0,0
1,0901,41,5,1220,1,X,2024,1219118,0,23589
1,0901,41,5,1220,2,X,2024,3030251,0,63778
1,0901,42,5,1220,1,X,2024,16133906,0,198947
1,0901,42,5,1220,2,X,2024,64771799,0,990734
1,0901,42,5,2010,1,0,2024,7185,0,0
1,0901,42,6,1220,2,X,2024,2854,0,13
1,0901,43,5,1220,1,X,2024,695209,0,6263
1,0901,43,5,1220,2,X,2024,352724,0,3083
1,0901,44,5,1220,1,X,2024,177625366,0,5320461
1,0901,44,5,1220,2,X,2024,29668500,0,771116
1,0901,44,6,1220,1,X,2024,24130018,0,764171
1,0901,44,6,1220,2,X,2024,6893,0,5
1,0901,44,8,1220,1,X,2024,47314,0,26
1,0901,45,5,1220,1,X,2024,363503,0,7118
1,0901,45,5,1220,2,X,2024,66988,0,1309
1,0901,46,5,1220,1,X,2024,332192,0,8220
1,0901,46,5,1220,2,X,2024,620926,0,21121
1,0901,47,5,1220,1,X,2024,48739483,0,1814364
1,0901,47,5,1220,2,X,2024,9327463,0,313457
1,0901,47,6,1220,1,X,2024,23462839,0,936332
1,0901,47,6,1220,2,X,2024,39301126,0,844305
1,0901,47,7,1220,1,X,2024,5014,0,73
1,0901,48,3,2010,1,0,2024,168000,9378,0
1,0901,48,5,1220,1,X,2024,1101551582,0,41676423
1,0901,48,5,1220,2,X,2024,103416209,0,2232243
1,0901,48,5,2010,1,0,2024,3316,0,0
1,0901,48,6,1220,1,X,2024,50750246,0,1017588
1,0901,48,6,1220,2,X,2024,3861,0,157
1,0901,48,8,1220,1,X,2024,58747,0,535
1,0901,49,5,1220,1,X,2024,313853047,0,4379914
1,0901,49,5,1220,2,X,2024,66682172,0,676704
1,0901,49,5,2010,1,0,2024,97610,0,0
1,0901,49,5,2010,2,0,2024,5494,0,0
1,0901,49,6,1220,2,X,2024,56806,0,1870
1,0901,49,8,1220,1,X,2024,446657,0,14612
1,0901,49,8,1220,2,X,2024,4436,0,150
1,0901,50,5,1220,2,X,2024,62275,0,904
1,0901,51,5,1220,1,X,2024,681298,0,11594
1,0901,51,5,1220,2,X,2024,929385,0,19314
1,0901,52,5,1220,1,X,2024,7276273,0,130126
1,0901,52,5,1220,2,X,2024,2146507,0,38387
1,0901,53,5,1220,1,X,2024,306884,0,6600
1,0901,53,5,1220,2,X,2024,266200,0,7464
1,0901,54,5,1220,1,X,2024,23344442,0,454279
1,0901,54,5,1220,2,X,2024,4420145,0,119106
1,0901,54,6,1220,1,X,2024,17703,0,6
1,0901,54,6,1220,2,X,2024,2680,0,52
1,0901,55,5,1220,1,X,2024,22246716,0,405690
1,0901,55,5,1220,2,X,2024,7449848,0,185436
1,0901,56,5,1220,1,X,2024,123740678,0,3211920
1,0901,56,5,1220,2,X,2024,12545000,0,289609
1,0901,56,5,2010,2,0,2024,22002,0,0
1,0901,56,8,1220,1,X,2024,117098,0,0
1,0901,57,5,1220,1,X,2024,18646930,0,423398
1,0901,57,5,1220,2,X,2024,9589649,0,151457
1,0901,57,6,1220,1,X,2024,31873,0,36
1,0901,57,6,1220,2,X,2024,805480,0,523
1,0901,58,5,1220,1,X,2024,8671980,0,198494
1,0901,58,5,1220,2,X,2024,2480219,0,68693
1,0901,58,6,1220,2,X,2024,3846,0,75
1,0901,59,5,1220,1,X,2024,33156081,0,682529
1,0901,59,5,1220,2,X,2024,14672153,0,367718
1,0901,59,5,2010,2,0,2024,8163,0,0
1,0901,59,6,1220,1,X,2024,110366,0,2848
1,0901,59,6,1220,2,X,2024,49711,0,295
1,0901,59,8,1220,1,X,2024,43581,0,0
1,0901,59,8,1220,2,X,2024,3112,0,0
1,0901,60,5,1220,1,X,2024,6185415,0,151789
1,0901,60,5,1220,2,X,2024,1881187,0,45407
1,0901,60,6,1220,2,X,2024,5190,0,101
1,0901,61,5,1220,1,X,2024,9885327,0,161785
1,0901,61,5,1220,2,X,2024,128751352,0,1929806
1,0901,61,6,1220,2,X,2024,378599,0,273
1,0901,61,8,1220,1,X,2024,12320,0,114
1,0901,61,8,1220,2,X,2024,10036,0,304
1,0901,62,5,1220,1,X,2024,14036137,0,222710
1,0901,62,5,1220,2,X,2024,102763508,0,1316069
1,0901,62,6,1220,2,X,2024,34146,0,27
1,0901,62,8,1220,1,X,2024,12256,0,0
1,0901,62,8,1220,2,X,2024,6406,0,0
1,0901,63,5,1220,1,X,2024,33187952,0,931978
1,0901,63,5,1220,2,X,2024,19336381,0,430308
1,0901,63,6,1220,1,X,2024,39965,0,537
1,0901,63,6,1220,2,X,2024,71423,0,848
1,0901,63,8,1220,1,X,2024,35920,0,829
1,0901,63,8,1220,2,X,2024,11114,0,202
1,0901,64,5,1220,1,X,2024,6636172,0,92578
1,0901,64,5,1220,2,X,2024,54129992,0,755835
1,0901,64,8,1220,1,X,2024,2769,0,85
1,0901,65,5,1220,1,X,2024,4732475,0,102954
1,0901,65,5,1220,2,X,2024,13431325,0,229758
1,0901,66,5,1220,1,X,2024,1602684,0,83331
1,0901,66,5,1220,2,X,2024,3045558,0,161911
1,0901,67,5,1220,1,X,2024,266183,0,9396
1,0901,67,5,1220,2,X,2024,5205671,0,122060
1,0901,68,3,2010,1,0,2024,10915,18,0
1,0901,68,5,1220,1,X,2024,111985058,0,4815963
1,0901,68,5,1220,2,X,2024,19597605,0,365894
1,0901,68,6,1220,1,X,2024,6989916,0,321656
1,0901,68,6,1220,2,X,2024,20162,0,512
1,0901,68,8,1220,1,X,2024,27351,0,73
1,0901,69,5,1220,1,X,2024,81471531,0,970949
1,0901,69,5,1220,2,X,2024,33078945,0,460833
1,0901,69,6,1220,2,X,2024,17455,0,340
1,0901,69,8,1220,1,X,2024,22963,0,936
1,0901,70,5,1220,1,X,2024,176091810,0,3879741
1,0901,70,5,1220,2,X,2024,16894870,0,386595
1,0901,70,5,2010,1,0,2024,129829,0,0
1,0901,70,6,1220,1,X,2024,162370,0,1101
1,0901,70,6,1220,2,X,2024,8105,0,6
1,0901,70,8,1220,1,X,2024,5457,0,105
1,0901,71,5,1220,1,X,2024,4441353031,0,16673702
1,0901,71,5,1220,2,X,2024,796889802,0,4072807
1,0901,71,8,1220,1,X,2024,30860,0,299
1,0901,72,5,1220,1,X,2024,652273544,0,19230814
1,0901,72,5,1220,2,X,2024,96283917,0,1928290
1,0901,72,6,1220,1,X,2024,39208619,0,935726
1,0901,72,6,1220,2,X,2024,277397,0,2742
1,0901,72,8,1220,1,X,2024,448554,0,182
1,0901,72,8,1220,2,X,2024,53939,0,0
1,0901,73,5,1220,1,X,2024,707254630,0,14861090
1,0901,73,5,1220,2,X,2024,119977342,0,2491477
1,0901,73,6,1220,1,X,2024,869642,0,22924
1,0901,73,6,1220,2,X,2024,1019135,0,26416
1,0901,73,8,1220,1,X,2024,663788,0,3209
1,0901,73,8,1220,2,X,2024,67082,0,0
1,0901,74,5,1220,1,X,2024,321946481,0,4482129
1,0901,74,5,1220,2,X,2024,22260007,0,339086
1,0901,74,6,1220,1,X,2024,11968495,0,134341
1,0901,74,6,1220,2,X,2024,5616,0,2
1,0901,74,8,1220,1,X,2024,68660,0,3290
1,0901,75,5,1220,1,X,2024,67477448,0,456890
1,0901,75,5,1220,2,X,2024,8225862,0,94415
1,0901,75,6,1220,1,X,2024,181953,0,1800
1,0901,76,3,2010,1,0,2024,15465,631,0
1,0901,76,5,1220,1,X,2024,538439043,0,12234752
1,0901,76,5,1220,2,X,2024,86151798,0,1274316
1,0901,76,6,1220,1,X,2024,136160,0,2224
1,0901,76,6,1220,2,X,2024,8085,0,241
1,0901,76,8,1220,1,X,2024,122753,0,69
1,0901,78,5,1220,1,X,2024,1445746,0,41595
1,0901,78,5,1220,2,X,2024,118302,0,1276
1,0901,79,5,1220,1,X,2024,28962606,0,376241
1,0901,79,5,1220,2,X,2024,4844312,0,80713
1,0901,80,5,1220,1,X,2024,8559450,0,103898
1,0901,80,5,1220,2,X,2024,346152,0,5154
1,0901,81,5,1220,1,X,2024,40396664,0,425986
1,0901,81,5,1220,2,X,2024,8823818,0,129920
1,0901,82,5,1220,1,X,2024,121813103,0,1711555
1,0901,82,5,1220,2,X,2024,66308159,0,925155
1,0901,82,5,2010,1,0,2024,2957,0,0
1,0901,82,6,1220,1,X,2024,540750,0,7435
1,0901,82,6,1220,2,X,2024,964597,0,13570
1,0901,82,8,1220,1,X,2024,3518,0,199
1,0901,82,8,1220,2,X,2024,3178,0,0
1,0901,83,5,1220,1,X,2024,220459143,0,4031761
1,0901,83,5,1220,2,X,2024,63542553,0,1389191
1,0901,83,5,2010,1,0,2024,163365,0,0
1,0901,83,5,2010,2,0,2024,7567,0,0
1,0901,83,6,1220,1,X,2024,10270,0,262
1,0901,83,6,1220,2,X,2024,15924,0,201
1,0901,83,8,1220,1,X,2024,115483,0,143
1,0901,83,8,1220,2,X,2024,10816,0,0
1,0901,84,3,2010,1,0,2024,349660,950,0
1,0901,84,3,2010,2,0,2024,30553,75,0
1,0901,84,5,1220,1,X,2024,3355982891,0,62016282
1,0901,84,5,1220,2,X,2024,1714164801,0,22069258
1,0901,84,5,2010,1,0,2024,758892,0,0
1,0901,84,5,2010,2,0,2024,1821813,0,0
1,0901,84,6,1220,1,X,2024,2197165,0,35802
1,0901,84,6,1220,2,X,2024,1060841,0,18189
1,0901,84,8,1220,1,X,2024,2695108,0,11492
1,0901,84,8,1220,2,X,2024,902126,0,12608
1,0901,85,3,2010,1,0,2024,47862,267,0
1,0901,85,3,2010,2,0,2024,214186,3378,0
1,0901,85,5,1220,1,X,2024,1488619698,0,27879552
1,0901,85,5,1220,2,X,2024,1048565079,0,15463560
1,0901,85,5,2010,1,0,2024,600887,0,0
1,0901,85,5,2010,1,1,2024,15428,0,0
1,0901,85,5,2010,2,0,2024,562381,0,0
1,0901,85,6,1220,1,X,2024,12241797,0,46510
1,0901,85,6,1220,2,X,2024,3544653,0,55321
1,0901,85,8,1220,1,X,2024,975319,0,6416
1,0901,85,8,1220,2,X,2024,764723,0,2174
1,0901,86,5,1220,1,X,2024,60082049,0,813185
1,0901,86,5,1220,2,X,2024,5792574,0,74145
1,0901,86,5,2010,1,0,2024,28208,0,0
1,0901,86,6,1220,1,X,2024,61488738,0,131890
1,0901,86,6,1220,2,X,2024,1482083,0,5333
1,0901,86,8,1220,1,X,2024,43660,0,213
1,0901,87,3,2010,1,0,2024,29410,2056,0
1,0901,87,5,1220,1,X,2024,3131374662,0,34969710
1,0901,87,5,1220,2,X,2024,477921400,0,7530709
1,0901,87,6,1220,1,X,2024,4018917937,0,32325806
1,0901,87,6,1220,2,X,2024,99465,0,4418
1,0901,87,8,1220,1,X,2024,5553949,0,49498
1,0901,87,8,1220,2,X,2024,742275,0,6524
1,0901,88,5,1220,1,X,2024,354841517,0,2579086
1,0901,88,5,1220,2,X,2024,88890570,0,612626
1,0901,88,8,1220,1,X,2024,47438404,0,13949
1,0901,88,8,1220,2,X,2024,13522602,0,95254
1,0901,89,5,1220,1,X,2024,46486834,0,489115
1,0901,89,5,1220,2,X,2024,1158175,0,15405
1,0901,89,8,1220,1,X,2024,1714611,0,33023
1,0901,89,8,1220,2,X,2024,365391,0,365
1,0901,90,3,2010,1,0,2024,246935,817,0
1,0901,90,3,2010,2,0,2024,51837,780,0
1,0901,90,5,1220,1,X,2024,697410980,0,7080503
1,0901,90,5,1220,2,X,2024,570340122,0,6175680
1,0901,90,5,2010,1,0,2024,15396250,0,0
1,0901,90,5,2010,2,0,2024,20792854,0,0
1,0901,90,6,1220,1,X,2024,196654,0,1877
1,0901,90,6,1220,2,X,2024,5066890,0,49737
1,0901,90,8,1220,1,X,2024,1222717,0,2116
1,0901,90,8,1220,2,X,2024,1067026,0,125
1,0901,91,5,1220,1,X,2024,1144361,0,23110
1,0901,91,5,1220,2,X,2024,6778111,0,81162
1,0901,92,5,1220,1,X,2024,14374672,0,151712
1,0901,92,5,1220,2,X,2024,6857943,0,57627
1,0901,92,8,1220,1,X,2024,96771,0,1523
1,0901,92,8,1220,2,X,2024,4962,0,78
1,0901,93,5,1220,1,X,2024,31788327,0,621502
1,0901,93,5,1220,2,X,2024,9701300,0,156307
1,0901,93,6,1220,2,X,2024,24927,0,507
1,0901,93,8,1220,1,X,2024,61506,0,0
1,0901,94,5,1220,1,X,2024,261217115,0,5895174
1,0901,94,5,1220,2,X,2024,137962278,0,2720005
1,0901,94,5,2010,1,0,2024,16345,0,0
1,0901,94,5,2010,2,0,2024,6750,0,0
1,0901,94,6,1220,1,X,2024,21778,0,298
1,0901,94,6,1220,2,X,2024,624884,0,13654
1,0901,94,8,1220,1,X,2024,1074739,0,2645
1,0901,94,8,1220,2,X,2024,282745,0,508
1,0901,95,5,1220,1,X,2024,107046431,0,2185085
1,0901,95,5,1220,2,X,2024,121541797,0,2482553
1,0901,95,6,1220,1,X,2024,9936,0,124
1,0901,95,6,1220,2,X,2024,103690,0,523
1,0901,95,8,1220,1,X,2024,108864,0,2204
1,0901,95,8,1220,2,X,2024,35641,0,799
1,0901,96,5,1220,1,X,2024,346723518,0,10608679
1,0901,96,5,1220,2,X,2024,45487663,0,886142
1,0901,96,6,1220,1,X,2024,912431,0,18687
1,0901,96,6,1220,2,X,2024,379265,0,7098
1,0901,96,8,1220,1,X,2024,14692,0,0
1,0901,96,8,1220,2,X,2024,3457,0,0
1,0901,97,5,1220,1,X,2024,19813531,0,177378
1,0901,97,5,1220,2,X,2024,21440435,0,307103
1,0901,97,8,1220,1,X,2024,9430,0,0
1,0901,98,5,1220,1,X,2024,12575937,0,132311
1,0901,98,5,1220,2,X,2024,10477602,0,187438
1,0901,98,6,1220,1,X,2024,2575741,0,195584
1,0901,98,8,1220,1,X,2024,458021,0,7144
1,0901,98,8,1220,2,X,2024,7612,0,300
1,0903,29,6,1220,1,X,2024,112230,0,1111
1,0903,48,5,1220,1,X,2024,6987,0,500
1,0903,82,5,1220,1,X,2024,11188,0,160
1,0903,83,5,1220,2,X,2024,7949,0,641
1,0903,85,5,1220,2,X,2024,9085,0,128
1,0903,87,3,2010,1,0,2024,82664,3199,0
1,0904,19,5,1220,1,X,2024,31080,0,509
1,0904,27,5,1220,1,X,2024,49275,0,14
1,0904,28,5,1220,1,X,2024,24313,0,1157
1,0904,33,5,1220,1,X,2024,7118,0,139
1,0904,35,5,1220,1,X,2024,2953,0,140
1,0904,37,5,1220,2,X,2024,5804,0,276
1,0904,39,5,1220,1,X,2024,13584,0,1057
1,0904,48,5,1220,1,X,2024,30435,0,1192
1,0904,73,5,1220,1,X,2024,22677,0,443
1,0904,73,5,1220,2,X,2024,4068,0,194
1,0904,76,5,1220,1,X,2024,32873,0,1304
1,0904,84,5,1220,1,X,2024,61805,0,2591
1,0904,84,5,1220,2,X,2024,202773,0,5333
1,0904,85,5,1220,1,X,2024,75090,0,2709
1,0904,87,5,1220,2,X,2024,9587,0,426
1,0904,89,8,1220,1,X,2024,394259,0,7730
1,0904,94,5,1220,1,X,2024,25210,0,1199
1,0904,95,5,1220,1,X,2024,16589,0,582
1,0904,96,5,1220,1,X,2024,50161,0,1852
1,0905,38,5,1220,1,X,2024,3588,0,171
1,0905,39,5,1220,1,X,2024,6169,0,73
1,0905,40,5,1220,1,X,2024,3075,0,130
1,0905,48,5,1220,2,X,2024,19465,0,73
1,0905,70,5,1220,1,X,2024,8206,0,378
1,0905,82,5,1220,1,X,2024,2756,0,23
1,0905,84,5,1220,1,X,2024,20367,0,371
1,0905,85,5,1220,1,X,2024,8233,0,349
1,0905,86,5,1220,1,X,2024,7945,0,331
1,0905,89,8,1220,1,X,2024,114996,0,72
1,0905,89,8,1220,2,X,2024,178901,0,3507
1,09XX,01,3,1220,1,X,2024,160566,47027,1249
1,09XX,03,3,1220,1,X,2024,91616,1111,1603
1,09XX,03,3,1220,2,X,2024,375652,49787,5885
1,09XX,05,3,1220,1,X,2024,22943,602,321
1,09XX,06,3,1220,1,X,2024,65705,2377,4389
1,09XX,06,3,1220,2,X,2024,7692,311,144
1,09XX,07,3,1220,1,X,2024,10958,3702,421
1,09XX,08,1,1220,1,X,2024,94220,93666,631
1,09XX,08,3,1220,1,X,2024,7515,5063,146
1,09XX,08,3,1220,2,X,2024,71798,41331,1424
1,09XX,09,1,1220,2,X,2024,213546,63798,3425
1,09XX,09,3,1220,1,X,2024,71098,26516,1361
1,09XX,09,3,1220,2,X,2024,105834,12637,2122
1,09XX,10,3,1220,1,X,2024,15283,90222,1307
1,09XX,10,3,1220,2,X,2024,115258,62731,1020
1,09XX,12,1,1220,2,X,2024,118574,11120,2324
1,09XX,12,3,1220,1,X,2024,105452,3908,2323
1,09XX,12,3,1220,2,X,2024,152615,3453,2268
1,09XX,13,3,1220,1,X,2024,30787,308,659
1,09XX,13,3,1220,2,X,2024,58115,285,1139
1,09XX,15,3,1220,1,X,2024,2539,825,49
1,09XX,16,3,1220,1,X,2024,8604,1643,491
1,09XX,16,3,1220,2,X,2024,29429,4065,258
1,09XX,17,1,1220,1,X,2024,34838,10744,683
1,09XX,17,1,1220,2,X,2024,37726,24360,3124
1,09XX,17,3,1220,1,X,2024,13169,8483,1213
1,09XX,17,3,1220,2,X,2024,20502,40295,291
1,09XX,18,3,1220,1,X,2024,382642,48488,3482
1,09XX,18,3,1220,2,X,2024,3595,1167,7
1,09XX,19,3,1220,1,X,2024,234723,83736,9911
1,09XX,20,1,1220,2,X,2024,57918,37754,148
1,09XX,20,3,1220,1,X,2024,28943,15936,1828
1,09XX,20,3,1220,2,X,2024,34482,31347,2930
1,09XX,21,1,1220,1,X,2024,5179,1794,101
1,09XX,21,1,1220,2,X,2024,42884,21320,840
1,09XX,21,3,1220,1,X,2024,194438,49622,2436
1,09XX,21,3,1220,2,X,2024,67573,1650,423
1,09XX,22,1,1220,1,X,2024,121405,188801,8048
1,09XX,22,3,1220,1,X,2024,102454,175721,4515
1,09XX,22,3,1220,2,X,2024,30949,5499,130
1,09XX,23,1,1220,2,X,2024,91644,13418,1795
1,09XX,23,3,1220,1,X,2024,124818,83387,2803
1,09XX,23,3,1220,2,X,2024,30962,416,301
1,09XX,24,3,1220,2,X,2024,2710243,146780,1692
1,09XX,25,1,1220,1,X,2024,25979188,554100370,117101
1,09XX,25,1,1220,2,X,2024,375579,854024,3324
1,09XX,25,3,1220,1,X,2024,252538,1256722,9302
1,09XX,25,3,1220,2,X,2024,228752,92978,3267
1,09XX,26,1,1220,1,X,2024,457032864,4678860839,1685902
1,09XX,27,1,1220,1,X,2024,456595105,2581085381,2839104
1,09XX,27,3,1220,1,X,2024,138296,70597,2334
1,09XX,27,3,1220,2,X,2024,3270,5655,130
