TRDTYPE,USASTATE,DEPE,DISAGMOT,MEXSTATE,CANPROV,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,AK,09XX,3,,XO,1220,13854,1081,271,1,X,11,2024
1,AK,2006,3,,XM,1220,22775,578,0,1,X,11,2024
1,AK,20XX,3,,XA,1220,40425,100,906,1,X,11,2024
1,AK,20XX,3,,XC,1220,79902,716,1412,1,X,11,2024
1,AK,20XX,3,,XO,1220,38135,90,336,1,X,11,2024
1,AK,20XX,3,,XQ,1220,13611,7,121,1,X,11,2024
1,AK,20XX,3,XX,,2010,4091,1,0,1,0,11,2024
1,AK,2304,5,CM,,2010,61181,0,0,2,0,11,2024
1,AK,2304,5,CO,,2010,5175,0,0,1,0,11,2024
1,AK,2304,5,DF,,2010,29505,0,0,1,0,11,2024
1,AK,2304,5,JA,,2010,40665,0,0,1,0,11,2024
1,AK,2304,5,MX,,2010,339942,0,0,1,0,11,2024
1,AK,2304,5,NL,,2010,611928,0,0,1,0,11,2024
1,AK,2304,5,NL,,2010,296230,0,0,2,0,11,2024
1,AK,2304,5,QT,,2010,14220,0,0,2,0,11,2024
1,AK,2304,5,SL,,2010,20317,0,0,1,0,11,2024
1,AK,2304,5,TL,,2010,42913,0,0,1,0,11,2024
1,AK,2304,5,TL,,2010,12008,0,0,2,0,11,2024
1,AK,3001,5,,XC,1220,2903,0,63,2,X,11,2024
1,AK,3004,5,,XC,1220,4491225,0,46098,1,X,11,2024
1,AK,3004,5,,XC,1220,5071,0,99,2,X,11,2024
1,AK,3009,5,,XC,1220,793205,0,4469,1,X,11,2024
1,AK,30XX,1,,XC,1220,206411,1396290,2043,1,X,11,2024
1,AK,30XX,3,,XC,1220,8128,930,160,1,X,11,2024
1,AK,3103,5,,XC,1220,4095450,0,40829,1,X,11,2024
1,AK,3104,5,,XY,1220,350594,0,13876,1,X,11,2024
1,AK,3104,5,,XY,1220,852968,0,10016,2,X,11,2024
1,AK,3106,5,,XC,1220,756909,0,14825,1,X,11,2024
1,AK,3106,5,,XC,1220,8836,0,173,2,X,11,2024
1,AK,3126,5,,XY,1220,1209333,0,14334,1,X,11,2024
1,AK,3126,5,,XY,1220,7512,0,70,2,X,11,2024
1,AK,31XX,1,,XC,1220,58803006,44040534,1605610,1,X,11,2024
1,AK,3801,5,,XY,1220,42531,0,918,2,X,11,2024
1,AK,4101,3,,XA,1220,12073,69,235,1,X,11,2024
1,AK,4101,3,,XA,1220,12491,22,243,2,X,11,2024
1,AK,4101,3,,XO,1220,11487,6,225,2,X,11,2024
1,AK,55XX,3,,XC,1220,10221,8,199,1,X,11,2024
1,AK,70XX,8,,XA,1220,3018,0,55,1,X,11,2024
1,AK,70XX,8,,XC,1220,5223,0,120,1,X,11,2024
1,AK,70XX,8,,XC,1220,501,0,23,2,X,11,2024
1,AK,70XX,8,,XO,1220,1811,0,19,1,X,11,2024
1,AK,70XX,8,,XQ,1220,661,0,12,2,X,11,2024
1,AL,0106,5,,XB,1220,336700,0,7107,1,X,11,2024
1,AL,0106,5,,XB,1220,70454,0,1380,2,X,11,2024
1,AL,0115,5,,XB,1220,352461,0,7801,1,X,11,2024
1,AL,0115,5,,XB,1220,3288,0,437,2,X,11,2024
1,AL,0115,5,,XM,1220,223900,0,5134,1,X,11,2024
1,AL,0206,5,,XO,1220,6038,0,448,2,X,11,2024
1,AL,0209,5,,XQ,1220,25360,0,548,1,X,11,2024
1,AL,0701,5,,XO,1220,51172,0,1101,1,X,11,2024
1,AL,0708,5,,XO,1220,3477258,0,40870,1,X,11,2024
1,AL,0708,5,,XO,1220,367609,0,8396,2,X,11,2024
1,AL,0708,5,,XQ,1220,9855,0,354,1,X,11,2024
1,AL,0712,5,,XB,1220,80008,0,997,1,X,11,2024
1,AL,0712,5,,XO,1220,103868,0,5803,1,X,11,2024
1,AL,0712,5,,XQ,1220,3415983,0,50404,1,X,11,2024
1,AL,0712,5,,XQ,1220,2141454,0,27717,2,X,11,2024
1,AL,0712,6,,XQ,1220,356772,0,13208,1,X,11,2024
1,AL,07XX,3,,XQ,1220,52221,30,256,1,X,11,2024
1,AL,0901,5,,XO,1220,61595906,0,607293,1,X,11,2024
1,AL,0901,5,,XO,1220,2879169,0,76955,2,X,11,2024
1,AL,0901,6,,XA,1220,68212,0,3220,1,X,11,2024
1,AL,0901,6,,XO,1220,992421,0,24074,1,X,11,2024
1,AL,09XX,3,,XO,1220,4641,8,71,2,X,11,2024
1,AL,09XX,3,,XQ,1220,33106,29,298,1,X,11,2024
1,AL,09XX,3,,XQ,1220,46490,181,52,2,X,11,2024
1,AL,1012,3,,XQ,1220,17143,62,336,1,X,11,2024
1,AL,1704,3,,XO,1220,3529,17,128,1,X,11,2024
1,AL,17XX,1,XX,,2010,8866022,396517,0,1,0,11,2024
1,AL,17XX,3,XX,,2010,81000,327,0,2,0,11,2024
1,AL,18XX,1,XX,,2010,322000,793899,0,1,0,11,2024
1,AL,18XX,1,XX,,2010,262517,187656,0,1,1,11,2024
1,AL,19XX,1,XX,,2010,50918793,41502075,0,1,0,11,2024
1,AL,19XX,3,XX,,2010,98966,358,0,1,0,11,2024
1,AL,19XX,3,XX,,2010,15501,16,0,2,0,11,2024
1,AL,20XX,1,XX,,2010,76689,87070,0,1,1,11,2024
1,AL,20XX,3,,XA,1220,333026,2606,5208,1,X,11,2024
1,AL,20XX,3,,XA,1220,25290,37,336,2,X,11,2024
1,AL,20XX,3,,XC,1220,38766,1043,595,1,X,11,2024
1,AL,20XX,3,,XC,1220,3561,20,71,2,X,11,2024
1,AL,20XX,3,,XM,1220,46722,141,600,1,X,11,2024
1,AL,20XX,3,,XO,1220,2673510,5684,16397,1,X,11,2024
1,AL,20XX,3,,XO,1220,44476,268,541,2,X,11,2024
1,AL,20XX,3,,XQ,1220,4573694,12487,9501,1,X,11,2024
1,AL,20XX,3,,XQ,1220,1219004,2528,1912,2,X,11,2024
1,AL,20XX,3,XX,,2010,1006191,9135,0,1,0,11,2024
1,AL,20XX,3,XX,,2010,125387,936,0,2,0,11,2024
1,AL,2301,5,CO,,2010,56321,0,0,1,0,11,2024
1,AL,2301,5,NL,,2010,22440,0,0,1,0,11,2024
1,AL,2301,5,OT,,2010,7458919,0,0,1,0,11,2024
1,AL,2301,5,OT,,2010,464130,0,0,2,0,11,2024
1,AL,2301,5,TM,,2010,244184,0,0,1,0,11,2024
1,AL,2301,5,TM,,2010,56718,0,0,2,0,11,2024
1,AL,2301,5,ZA,,2010,821918,0,0,1,0,11,2024
1,AL,2301,5,ZA,,2010,104954,0,0,2,0,11,2024
1,AL,2301,8,TM,,2010,34889,0,0,1,X,11,2024
1,AL,2303,5,CO,,2010,388513,0,0,1,0,11,2024
1,AL,2303,5,CO,,2010,7953,0,0,2,0,11,2024
1,AL,2303,5,DF,,2010,7345,0,0,1,0,11,2024
1,AL,2303,5,DF,,2010,12421,0,0,2,0,11,2024
1,AL,2303,5,DG,,2010,449143,0,0,1,0,11,2024
1,AL,2303,5,HG,,2010,447709,0,0,1,0,11,2024
1,AL,2303,5,MX,,2010,1443062,0,0,1,0,11,2024
1,AL,2303,5,NL,,2010,50088,0,0,1,0,11,2024
1,AL,2303,6,CO,,2010,2887588,0,0,1,0,11,2024
1,AL,2303,6,MX,,2010,683570,0,0,1,0,11,2024
1,AL,2303,6,NL,,2010,6035,0,0,1,0,11,2024
1,AL,2303,6,OT,,2010,151937,0,0,1,0,11,2024
1,AL,2303,8,TM,,2010,3365,0,0,1,X,11,2024
1,AL,2304,5,AG,,2010,725221,0,0,1,0,11,2024
1,AL,2304,5,AG,,2010,35320,0,0,2,0,11,2024
1,AL,2304,5,BC,,2010,30207,0,0,1,0,11,2024
1,AL,2304,5,CH,,2010,754234,0,0,1,0,11,2024
1,AL,2304,5,CM,,2010,111398,0,0,1,0,11,2024
1,AL,2304,5,CM,,2010,26779,0,0,2,0,11,2024
1,AL,2304,5,CO,,2010,2916009,0,0,1,0,11,2024
1,AL,2304,5,CO,,2010,707138,0,0,1,1,11,2024
1,AL,2304,5,CO,,2010,157142,0,0,2,0,11,2024
1,AL,2304,5,DF,,2010,10215162,0,0,1,0,11,2024
1,AL,2304,5,DF,,2010,106227,0,0,2,0,11,2024
1,AL,2304,5,DG,,2010,8437,0,0,2,0,11,2024
1,AL,2304,5,GT,,2010,6839125,0,0,1,0,11,2024
1,AL,2304,5,GT,,2010,70552,0,0,1,1,11,2024
1,AL,2304,5,GT,,2010,140008,0,0,2,0,11,2024
1,AL,2304,5,HG,,2010,4068115,0,0,1,0,11,2024
1,AL,2304,5,HG,,2010,70000,0,0,2,0,11,2024
1,AL,2304,5,JA,,2010,786049,0,0,1,0,11,2024
1,AL,2304,5,JA,,2010,123803,0,0,2,0,11,2024
1,AL,2304,5,MI,,2010,136531,0,0,1,0,11,2024
1,AL,2304,5,MO,,2010,88400,0,0,1,0,11,2024
1,AL,2304,5,MX,,2010,8684703,0,0,1,0,11,2024
1,AL,2304,5,MX,,2010,133083,0,0,1,1,11,2024
1,AL,2304,5,MX,,2010,308880,0,0,2,0,11,2024
1,AL,2304,5,NL,,2010,62932966,0,0,1,0,11,2024
1,AL,2304,5,NL,,2010,679481,0,0,1,1,11,2024
1,AL,2304,5,NL,,2010,43146200,0,0,2,0,11,2024
1,AL,2304,5,NL,,2010,8135,0,0,2,1,11,2024
1,AL,2304,5,OT,,2010,8366656,0,0,1,0,11,2024
1,AL,2304,5,OT,,2010,269209,0,0,2,0,11,2024
1,AL,2304,5,PU,,2010,368763,0,0,1,0,11,2024
1,AL,2304,5,PU,,2010,1424474,0,0,1,1,11,2024
1,AL,2304,5,PU,,2010,752506,0,0,2,0,11,2024
1,AL,2304,5,QT,,2010,2499802,0,0,1,0,11,2024
1,AL,2304,5,QT,,2010,767050,0,0,1,1,11,2024
1,AL,2304,5,QT,,2010,66784,0,0,2,0,11,2024
1,AL,2304,5,SL,,2010,3468166,0,0,1,0,11,2024
1,AL,2304,5,SL,,2010,97800,0,0,1,1,11,2024
1,AL,2304,5,SL,,2010,772293,0,0,2,0,11,2024
1,AL,2304,5,TL,,2010,204062,0,0,1,0,11,2024
1,AL,2304,5,TM,,2010,4813762,0,0,1,0,11,2024
1,AL,2304,5,VE,,2010,10628,0,0,1,0,11,2024
1,AL,2304,5,VE,,2010,6500,0,0,2,0,11,2024
1,AL,2304,5,YU,,2010,37688,0,0,1,0,11,2024
1,AL,2304,6,AG,,2010,19680,0,0,1,0,11,2024
1,AL,2304,6,CH,,2010,150643,0,0,1,0,11,2024
1,AL,2304,6,CO,,2010,125719,0,0,1,1,11,2024
1,AL,2304,6,DF,,2010,1457839,0,0,1,0,11,2024
1,AL,2304,6,GT,,2010,207350,0,0,1,0,11,2024
1,AL,2304,6,HG,,2010,7042668,0,0,1,0,11,2024
1,AL,2304,6,JA,,2010,16531067,0,0,1,0,11,2024
1,AL,2304,6,MX,,2010,14451251,0,0,1,0,11,2024
1,AL,2304,6,NL,,2010,7020092,0,0,1,0,11,2024
1,AL,2304,6,NL,,2010,391398,0,0,1,1,11,2024
1,AL,2304,6,OT,,2010,10684124,0,0,1,0,11,2024
1,AL,2304,6,OT,,2010,98492,0,0,1,1,11,2024
1,AL,2304,6,OT,,2010,83154,0,0,2,1,11,2024
1,AL,2304,6,PU,,2010,108631,0,0,1,0,11,2024
1,AL,2304,6,QT,,2010,1382878,0,0,1,0,11,2024
1,AL,2304,6,QT,,2010,170278,0,0,1,1,11,2024
1,AL,2304,6,SO,,2010,243636,0,0,1,0,11,2024
1,AL,2304,6,TL,,2010,252357,0,0,1,0,11,2024
1,AL,2304,6,TM,,2010,812890,0,0,1,0,11,2024
1,AL,2304,6,VE,,2010,449505,0,0,1,0,11,2024
1,AL,2304,8,DG,,2010,12000,0,0,1,X,11,2024
1,AL,2304,8,GR,,2010,8000,0,0,1,X,11,2024
1,AL,2304,8,GT,,2010,76100,0,0,1,X,11,2024
1,AL,2304,8,HG,,2010,18700,0,0,1,X,11,2024
1,AL,2304,8,JA,,2010,19945,0,0,1,X,11,2024
1,AL,2304,8,MI,,2010,6250,0,0,1,X,11,2024
1,AL,2304,8,MX,,2010,226739,0,0,1,X,11,2024
1,AL,2304,8,NL,,2010,421705,0,0,1,X,11,2024
1,AL,2304,8,PU,,2010,8900,0,0,1,X,11,2024
1,AL,2304,8,QR,,2010,29500,0,0,1,X,11,2024
1,AL,2304,8,QT,,2010,46554,0,0,1,X,11,2024
1,AL,2304,8,TM,,2010,21500,0,0,1,X,11,2024
1,AL,2304,8,VE,,2010,46765,0,0,1,X,11,2024
1,AL,2305,5,BC,,2010,61592,0,0,1,0,11,2024
1,AL,2305,5,CH,,2010,11199,0,0,1,0,11,2024
1,AL,2305,5,MX,,2010,135653,0,0,1,0,11,2024
1,AL,2305,5,MX,,2010,410349,0,0,2,0,11,2024
1,AL,2305,5,NL,,2010,119271,0,0,1,0,11,2024
1,AL,2305,5,OT,,2010,16822,0,0,1,0,11,2024
1,AL,2305,5,QT,,2010,2535,0,0,1,0,11,2024
1,AL,2305,5,QT,,2010,35723,0,0,2,0,11,2024
1,AL,2305,5,TM,,2010,5304414,0,0,1,0,11,2024
1,AL,2305,8,NL,,2010,5799,0,0,1,X,11,2024
1,AL,2305,8,TM,,2010,119261,0,0,1,X,11,2024
1,AL,2401,5,CH,,2010,4280724,0,0,1,0,11,2024
1,AL,2401,5,CH,,2010,500999,0,0,2,0,11,2024
1,AL,2401,5,DG,,2010,296991,0,0,1,0,11,2024
1,AL,2401,5,DG,,2010,1440011,0,0,2,0,11,2024
1,AL,2401,5,JA,,2010,56463,0,0,1,0,11,2024
1,AL,2401,5,MX,,2010,68751,0,0,1,0,11,2024
1,AL,2401,5,MX,,2010,4250,0,0,2,0,11,2024
1,AL,2401,5,NL,,2010,356112,0,0,1,0,11,2024
1,AL,2401,5,NL,,2010,4139,0,0,2,0,11,2024
1,AL,2402,5,CH,,2010,53669,0,0,1,0,11,2024
1,AL,2402,5,CH,,2010,4315,0,0,2,0,11,2024
1,AL,2402,5,DF,,2010,14655,0,0,1,0,11,2024
1,AL,2402,5,NL,,2010,14980,0,0,1,1,11,2024
1,AL,2403,5,CH,,2010,17544,0,0,1,0,11,2024
1,AL,2403,5,DG,,2010,8700,0,0,1,0,11,2024
1,AL,2404,8,CH,,2010,108972,0,0,1,X,11,2024
1,AL,2408,5,CH,,2010,82200,0,0,1,0,11,2024
1,AL,2408,5,TM,,2010,59000,0,0,1,0,11,2024
1,AL,2503,3,XX,,2010,18629,511,0,1,0,11,2024
1,AL,2503,5,BC,,2010,503035,0,0,1,0,11,2024
1,AL,2503,6,BC,,2010,194359,0,0,1,0,11,2024
1,AL,2506,5,BC,,2010,206232,0,0,1,0,11,2024
1,AL,2506,5,MX,,2010,3473,0,0,1,0,11,2024
1,AL,2506,5,NL,,2010,2570,0,0,1,0,11,2024
1,AL,2506,5,QT,,2010,76006,0,0,1,0,11,2024
1,AL,2506,5,SI,,2010,3380,0,0,1,0,11,2024
1,AL,2506,5,SO,,2010,27169,0,0,1,0,11,2024
1,AL,2507,5,BC,,2010,3809044,0,0,1,0,11,2024
1,AL,2507,5,BC,,2010,35696,0,0,2,0,11,2024
1,AL,2601,5,SO,,2010,341436,0,0,1,0,11,2024
1,AL,2603,5,SO,,2010,10257,0,0,1,0,11,2024
1,AL,2604,5,NL,,2010,102626,0,0,1,0,11,2024
1,AL,2604,5,SO,,2010,359168,0,0,1,0,11,2024
1,AL,2604,5,SO,,2010,8422,0,0,2,0,11,2024
1,AL,2604,6,SO,,2010,953460,0,0,1,0,11,2024
1,AL,2608,5,SO,,2010,48397,0,0,1,0,11,2024
1,AL,2608,5,SO,,2010,2600,0,0,2,0,11,2024
1,AL,3001,5,,XC,1220,127644,0,4097,1,X,11,2024
1,AL,3001,5,,XC,1220,4597,0,68,2,X,11,2024
1,AL,3001,5,,XM,1220,27682,0,1454,1,X,11,2024
1,AL,3001,5,,XO,1220,387094,0,6207,1,X,11,2024
1,AL,3003,6,,XO,1220,66868,0,1311,1,X,11,2024
1,AL,3004,5,,XC,1220,2587291,0,45972,1,X,11,2024
1,AL,3004,5,,XC,1220,177575,0,7078,2,X,11,2024
1,AL,3004,5,,XM,1220,8833,0,475,1,X,11,2024
1,AL,3004,5,,XO,1220,38882,0,2775,1,X,11,2024
1,AL,3004,5,,XO,1220,5096,0,324,2,X,11,2024
1,AL,3004,5,,XS,1220,20169,0,1927,1,X,11,2024
1,AL,3004,6,,XC,1220,633602,0,6320,1,X,11,2024
1,AL,3005,5,,XM,1220,11414,0,128,1,X,11,2024
1,AL,3005,5,,XO,1220,5048,0,412,2,X,11,2024
1,AL,3009,5,,XC,1220,1475561,0,13769,1,X,11,2024
1,AL,3014,5,,XC,1220,5157,0,138,2,X,11,2024
1,AL,3014,5,,XM,1220,3956,0,128,1,X,11,2024
1,AL,3017,5,,XC,1220,4054,0,125,1,X,11,2024
1,AL,3020,5,,XC,1220,24378,0,478,1,X,11,2024
1,AL,30XX,3,,XC,1220,128875,942,2480,1,X,11,2024
1,AL,30XX,3,,XC,1220,14417,32,345,2,X,11,2024
1,AL,3301,5,,XS,1220,35062,0,1669,1,X,11,2024
1,AL,3302,5,,XC,1220,161159,0,2783,1,X,11,2024
1,AL,3302,5,,XC,1220,12785,0,608,2,X,11,2024
1,AL,3310,5,,XA,1220,1595811,0,19312,1,X,11,2024
1,AL,3310,5,,XA,1220,119813,0,6247,2,X,11,2024
1,AL,3310,5,,XS,1220,554729,0,11941,1,X,11,2024
1,AL,3318,8,,XA,1220,27905,0,558,1,X,11,2024
1,AL,3401,5,,XM,1220,12875234,0,200963,1,X,11,2024
1,AL,3401,5,,XM,1220,774541,0,11796,2,X,11,2024
1,AL,3401,5,,XO,1220,476457,0,9291,1,X,11,2024
1,AL,3401,5,,XO,1220,8981,0,579,2,X,11,2024
1,AL,3401,5,,XQ,1220,45534,0,1498,1,X,11,2024
1,AL,3401,5,,XS,1220,156704,0,3470,1,X,11,2024
1,AL,3401,6,,XM,1220,626340,0,8326,1,X,11,2024
1,AL,3401,6,,XS,1220,99246,0,1746,1,X,11,2024
1,AL,3403,5,,XA,1220,56081,0,801,1,X,11,2024
1,AL,3403,5,,XS,1220,7187318,0,114792,1,X,11,2024
1,AL,3403,5,,XS,1220,288203,0,738,2,X,11,2024
1,AL,3403,6,,XA,1220,718522,0,12449,1,X,11,2024
1,AL,3403,6,,XC,1220,104244,0,4960,1,X,11,2024
1,AL,3403,6,,XM,1220,48536,0,951,1,X,11,2024
1,AL,3403,6,,XS,1220,256579,0,3470,1,X,11,2024
1,AL,3410,5,,XO,1220,3689,0,128,1,X,11,2024
1,AL,3422,5,,XM,1220,48706,0,954,1,X,11,2024
1,AL,3501,3,,XA,1220,4369,152,42,1,X,11,2024
1,AL,3501,5,,XM,1220,19427,0,634,1,X,11,2024
1,AL,35XX,3,,XA,1220,5274,27,293,1,X,11,2024
1,AL,35XX,3,,XA,1220,5677,4,44,2,X,11,2024
1,AL,3604,6,,XA,1220,9898220,0,110257,1,X,11,2024
1,AL,3604,6,,XC,1220,134728,0,5367,1,X,11,2024
1,AL,3604,6,,XM,1220,12234476,0,107070,1,X,11,2024
1,AL,3613,5,,XO,1220,52931,0,1037,1,X,11,2024
1,AL,3801,5,,XA,1220,28243,0,1061,1,X,11,2024
1,AL,3801,5,,XM,1220,59376,0,1247,1,X,11,2024
1,AL,3801,5,,XO,1220,26658683,0,483065,1,X,11,2024
1,AL,3801,5,,XO,1220,2223685,0,39470,2,X,11,2024
1,AL,3801,5,,XQ,1220,3180959,0,104336,1,X,11,2024
1,AL,3801,5,,XQ,1220,5481,0,105,2,X,11,2024
1,AL,3801,6,,XO,1220,79162798,0,773825,1,X,11,2024
1,AL,3801,6,,XO,1220,252196,0,3551,2,X,11,2024
1,AL,3801,6,,XQ,1220,2169550,0,13239,1,X,11,2024
1,AL,3802,5,,XB,1220,4466,0,598,1,X,11,2024
1,AL,3802,5,,XM,1220,318747,0,6649,1,X,11,2024
1,AL,3802,5,,XM,1220,33962,0,3220,2,X,11,2024
1,AL,3802,5,,XO,1220,41152333,0,511761,1,X,11,2024
1,AL,3802,5,,XO,1220,4487233,0,96026,2,X,11,2024
1,AL,3802,5,,XQ,1220,15609,0,266,2,X,11,2024
1,AL,3802,5,,XS,1220,3005,0,232,1,X,11,2024
1,AL,3802,6,,XB,1220,89944,0,2240,1,X,11,2024
1,AL,3802,6,,XM,1220,159575,0,3127,1,X,11,2024
1,AL,3802,6,,XO,1220,49705844,0,551503,1,X,11,2024
1,AL,3802,6,,XQ,1220,23997218,0,192620,1,X,11,2024
1,AL,3803,5,,XO,1220,165062,0,6063,1,X,11,2024
1,AL,3803,5,,XO,1220,35729,0,1064,2,X,11,2024
1,AL,3819,5,,XO,1220,12702,0,516,1,X,11,2024
1,AL,38XX,3,,XO,1220,28788,1509,1955,1,X,11,2024
1,AL,4101,3,,XA,1220,64747,168,1268,1,X,11,2024
1,AL,4101,3,,XA,1220,6226,139,122,2,X,11,2024
1,AL,4101,3,,XC,1220,2946,47,57,1,X,11,2024
1,AL,4101,3,,XO,1220,247700,674,2764,1,X,11,2024
1,AL,4101,3,,XO,1220,6830,15,141,2,X,11,2024
1,AL,4101,3,,XQ,1220,122368,440,1893,1,X,11,2024
1,AL,4101,3,,XQ,1220,36144,78,550,2,X,11,2024
1,AL,4102,3,,XA,1220,21664,51,470,1,X,11,2024
1,AL,4102,3,,XO,1220,18189,73,356,1,X,11,2024
1,AL,4115,3,,XO,1220,72861,3,1427,2,X,11,2024
1,AL,41XX,3,XX,,2010,134491,480,0,1,0,11,2024
1,AL,41XX,3,XX,,2010,120674,1294,0,2,0,11,2024
1,AL,5203,1,XX,,2010,108616,361,0,1,0,11,2024
1,AL,5203,1,XX,,2010,3524,249,0,1,1,11,2024
1,AL,52XX,3,XX,,2010,545032,852,0,1,0,11,2024
1,AL,52XX,3,XX,,2010,8556,86,0,2,0,11,2024
1,AL,5301,1,XX,,2010,5000,353,0,1,1,11,2024
1,AL,55XX,3,XX,,2010,6500,396,0,2,0,11,2024
1,AL,70XX,8,,XA,1220,12740,0,245,1,X,11,2024
1,AL,70XX,8,,XA,1220,226,0,6,2,X,11,2024
1,AL,70XX,8,,XC,1220,5381,0,123,1,X,11,2024
1,AL,70XX,8,,XC,1220,2907,0,56,2,X,11,2024
1,AL,70XX,8,,XM,1220,23,0,0,2,X,11,2024
1,AL,70XX,8,,XO,1220,23223,0,681,1,X,11,2024
1,AL,70XX,8,,XO,1220,3373,0,68,2,X,11,2024
1,AL,70XX,8,,XQ,1220,20007,0,408,1,X,11,2024
1,AL,70XX,8,,XQ,1220,28087,0,540,2,X,11,2024
1,AR,0106,5,,XB,1220,57102,0,3479,1,X,11,2024
1,AR,0106,5,,XB,1220,25590,0,1987,2,X,11,2024
1,AR,0115,5,,XB,1220,31948,0,1396,1,X,11,2024
1,AR,0115,5,,XB,1220,16205,0,1356,2,X,11,2024
1,AR,0206,5,,XO,1220,33942,0,3922,1,X,11,2024
1,AR,0206,5,,XO,1220,4295,0,156,2,X,11,2024
1,AR,0708,5,,XO,1220,1814780,0,20599,1,X,11,2024
1,AR,0708,5,,XO,1220,22120,0,169,2,X,11,2024
1,AR,0712,5,,XO,1220,162143,0,8950,1,X,11,2024
1,AR,0712,5,,XO,1220,32254,0,675,2,X,11,2024
1,AR,0712,5,,XQ,1220,1271128,0,13842,1,X,11,2024
1,AR,0712,5,,XQ,1220,37926,0,829,2,X,11,2024
1,AR,0712,6,,XC,1220,14121,0,1207,1,X,11,2024
1,AR,07XX,3,,XC,1220,4331,332,377,1,X,11,2024
1,AR,07XX,3,,XO,1220,2945,112,169,1,X,11,2024
1,AR,07XX,3,,XQ,1220,16729,1056,1149,1,X,11,2024
1,AR,0901,5,,XM,1220,3779,0,188,1,X,11,2024
1,AR,0901,5,,XO,1220,1136049,0,25174,1,X,11,2024
1,AR,0901,5,,XO,1220,421855,0,7794,2,X,11,2024
1,AR,0901,5,,XQ,1220,9045,0,348,1,X,11,2024
1,AR,0901,6,,XO,1220,268428,0,2581,1,X,11,2024
1,AR,09XX,3,,XO,1220,6722,205,131,1,X,11,2024
1,AR,09XX,3,,XQ,1220,4554,279,89,2,X,11,2024
1,AR,18XX,1,XX,,2010,6962,5387,0,1,1,11,2024
1,AR,18XX,1,XX,,2010,72084,2222,0,2,1,11,2024
1,AR,2006,3,,XM,1220,8279,2,6,1,X,11,2024
1,AR,2006,3,,XQ,1220,2578,98,171,1,X,11,2024
1,AR,20XX,1,XX,,2010,4075491,10900000,0,1,0,11,2024
1,AR,20XX,3,,XA,1220,241322,1321,4703,1,X,11,2024
1,AR,20XX,3,,XA,1220,10952,45,139,2,X,11,2024
1,AR,20XX,3,,XC,1220,179805,1409,1707,1,X,11,2024
1,AR,20XX,3,,XC,1220,16475,50,75,2,X,11,2024
1,AR,20XX,3,,XM,1220,1749994,7268,17308,1,X,11,2024
1,AR,20XX,3,,XO,1220,360321,1139,3518,1,X,11,2024
1,AR,20XX,3,,XO,1220,200257,642,1676,2,X,11,2024
1,AR,20XX,3,,XQ,1220,498911,3407,5185,1,X,11,2024
1,AR,20XX,3,,XQ,1220,47099,201,974,2,X,11,2024
1,AR,20XX,3,XX,,2010,56476,276,0,1,0,11,2024
1,AR,20XX,3,XX,,2010,7650,29,0,2,0,11,2024
1,AR,20XX,8,,XO,1220,4538070,0,154731,1,X,11,2024
1,AR,2301,5,DF,,2010,882000,0,0,1,0,11,2024
1,AR,2301,5,MX,,2010,111323,0,0,1,0,11,2024
1,AR,2301,5,NL,,2010,17233,0,0,1,0,11,2024
1,AR,2301,5,NL,,2010,54784,0,0,1,1,11,2024
1,AR,2301,5,PU,,2010,24498,0,0,1,0,11,2024
1,AR,2301,5,TM,,2010,171658,0,0,1,0,11,2024
1,AR,2301,5,TM,,2010,114269,0,0,1,1,11,2024
1,AR,2301,6,DF,,2010,303344,0,0,1,1,11,2024
1,AR,2301,6,NL,,2010,1434036,0,0,1,0,11,2024
1,AR,2301,6,OT,,2010,271358,0,0,1,0,11,2024
1,AR,2301,6,TM,,2010,1493976,0,0,1,0,11,2024
1,AR,2301,8,AG,,2010,12000,0,0,1,X,11,2024
1,AR,2301,8,TM,,2010,31222,0,0,1,X,11,2024
1,AR,2303,5,CO,,2010,1413573,0,0,1,0,11,2024
1,AR,2303,5,DF,,2010,114906,0,0,1,0,11,2024
1,AR,2303,5,GT,,2010,41875,0,0,1,0,11,2024
1,AR,2303,5,MX,,2010,243209,0,0,1,0,11,2024
1,AR,2303,5,VE,,2010,3617,0,0,2,0,11,2024
1,AR,2303,6,CO,,2010,1382323,0,0,1,0,11,2024
1,AR,2303,6,DF,,2010,511119,0,0,1,0,11,2024
1,AR,2303,6,DG,,2010,1259191,0,0,1,0,11,2024
1,AR,2303,6,GT,,2010,2362800,0,0,1,0,11,2024
1,AR,2303,6,MI,,2010,142010,0,0,1,0,11,2024
1,AR,2303,6,VE,,2010,127956,0,0,1,0,11,2024
1,AR,2304,5,AG,,2010,2149628,0,0,1,0,11,2024
1,AR,2304,5,AG,,2010,6426,0,0,2,0,11,2024
1,AR,2304,5,CH,,2010,388150,0,0,1,0,11,2024
1,AR,2304,5,CM,,2010,1517828,0,0,1,0,11,2024
1,AR,2304,5,CM,,2010,307868,0,0,2,0,11,2024
1,AR,2304,5,CO,,2010,8394034,0,0,1,0,11,2024
1,AR,2304,5,CO,,2010,1709530,0,0,1,1,11,2024
1,AR,2304,5,DF,,2010,1796405,0,0,1,0,11,2024
1,AR,2304,5,DG,,2010,124615,0,0,1,0,11,2024
