TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,0115,08,5,1220,362388,0,10827,2,X,01,2025
1,0115,09,5,1220,10610,0,195,1,X,01,2025
1,0115,09,5,1220,50990,0,2159,2,X,01,2025
1,0115,11,5,1220,4382,0,3,1,X,01,2025
1,0115,12,5,1220,142938,0,9415,1,X,01,2025
1,0115,12,5,1220,2844,0,40,2,X,01,2025
1,0115,13,5,1220,77327,0,3409,1,X,01,2025
1,0115,15,5,1220,112803,0,3173,1,X,01,2025
1,0115,15,5,1220,149409,0,4198,2,X,01,2025
1,0115,16,5,1220,114019,0,108,1,X,01,2025
1,0115,17,5,1220,50419,0,4168,1,X,01,2025
1,0115,18,5,1220,91687,0,2944,1,X,01,2025
1,0115,19,5,1220,283090,0,3054,1,X,01,2025
1,0115,20,5,1220,93247,0,5400,1,X,01,2025
1,0115,20,5,1220,35458,0,5168,2,X,01,2025
1,0115,21,5,1220,409772,0,12182,1,X,01,2025
1,0115,22,5,1220,40733,0,2181,1,X,01,2025
1,0115,23,5,1220,35423,0,2175,1,X,01,2025
1,0115,23,5,1220,4802,0,651,2,X,01,2025
1,0115,23,6,1220,147566,0,2889,1,X,01,2025
1,0115,25,5,1220,185430,0,6251,1,X,01,2025
1,0115,25,5,1220,11645,0,1100,2,X,01,2025
1,0115,26,5,1220,5877,0,69,1,X,01,2025
1,0115,27,5,1220,322003,0,7506,1,X,01,2025
1,0115,27,5,1220,3560,0,348,2,X,01,2025
1,0115,27,6,1220,7084011,0,0,1,X,01,2025
1,0115,27,7,1220,61469466,0,0,1,X,01,2025
1,0115,28,5,1220,310142,0,13907,1,X,01,2025
1,0115,28,5,1220,88302,0,3003,2,X,01,2025
1,0115,29,5,1220,220624,0,4252,1,X,01,2025
1,0115,29,5,1220,21458,0,21,2,X,01,2025
1,0115,32,5,1220,1079850,0,32435,1,X,01,2025
1,0115,32,5,1220,56925,0,260,2,X,01,2025
1,0115,33,5,1220,365391,0,9820,1,X,01,2025
1,0115,33,5,1220,10019,0,298,2,X,01,2025
1,0115,34,5,1220,203680,0,6631,1,X,01,2025
1,0115,34,5,1220,28263,0,445,2,X,01,2025
1,0115,35,5,1220,52105,0,1772,1,X,01,2025
1,0115,35,5,1220,77986,0,1913,2,X,01,2025
1,0115,35,8,1220,2697,0,134,1,X,01,2025
1,0115,37,5,1220,21125,0,429,1,X,01,2025
1,0115,38,5,1220,552233,0,22092,1,X,01,2025
1,0115,38,5,1220,56859,0,3704,2,X,01,2025
1,0115,39,5,1220,3552551,0,86526,1,X,01,2025
1,0115,39,5,1220,384693,0,13435,2,X,01,2025
1,0115,40,5,1220,408233,0,15325,1,X,01,2025
1,0115,40,5,1220,92189,0,3989,2,X,01,2025
1,0115,41,5,1220,12896,0,252,2,X,01,2025
1,0115,42,5,1220,2637,0,51,2,X,01,2025
1,0115,44,5,1220,720812,0,23461,1,X,01,2025
1,0115,44,5,1220,191095,0,3319,2,X,01,2025
1,0115,45,5,1220,10621,0,261,2,X,01,2025
1,0115,47,5,1220,1109692,0,46927,1,X,01,2025
1,0115,47,5,1220,29743,0,138,2,X,01,2025
1,0115,47,6,1220,1284530,0,93798,1,X,01,2025
1,0115,48,5,1220,3419232,0,187041,1,X,01,2025
1,0115,48,5,1220,22728,0,546,2,X,01,2025
1,0115,49,5,1220,149666,0,4425,1,X,01,2025
1,0115,49,5,1220,4473,0,87,2,X,01,2025
1,0115,52,5,1220,6471,0,160,1,X,01,2025
1,0115,54,5,1220,51815,0,705,1,X,01,2025
